global_id,model,module_id,module_name,record_class,rule_name,layer,rule_type,main_signal,output_slot,priority,validation_status,runtime_load,source_file,native_reference
M4-BUFFER-384,M4,M4.BUFFER,调节保护与病药接口,executable_rule,LP12 修复不闭环循环｜用户输出,L7 LP01—LP12循环退出,语言,LP12 修复不闭环循环,report_text,84,待验证,是,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv:385
M4-BUFFER-385,M4,M4.BUFFER,调节保护与病药接口,executable_rule,RN01 停止伤害与恢复基本安全｜保护路由,L8 REPAIR修复回流接口,路由,RN01 停止伤害与恢复基本安全,repair_buffer,95,待验证,是,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv:386
M4-BUFFER-386,M4,M4.BUFFER,调节保护与病药接口,executable_rule,RN01 停止伤害与恢复基本安全｜完成边界,L8 REPAIR修复回流接口,边界,RN01 停止伤害与恢复基本安全,repair_status,98,待验证,是,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv:387
M4-BUFFER-387,M4,M4.BUFFER,调节保护与病药接口,executable_rule,RN02 事实与事件范围确认｜保护路由,L8 REPAIR修复回流接口,路由,RN02 事实与事件范围确认,repair_buffer,95,待验证,是,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv:388
M4-BUFFER-388,M4,M4.BUFFER,调节保护与病药接口,executable_rule,RN02 事实与事件范围确认｜完成边界,L8 REPAIR修复回流接口,边界,RN02 事实与事件范围确认,repair_status,98,待验证,是,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv:389
M4-BUFFER-389,M4,M4.BUFFER,调节保护与病药接口,executable_rule,RN03 影响、感受与意义确认｜保护路由,L8 REPAIR修复回流接口,路由,RN03 影响、感受与意义确认,repair_buffer,95,待验证,是,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv:390
M4-BUFFER-390,M4,M4.BUFFER,调节保护与病药接口,executable_rule,RN03 影响、感受与意义确认｜完成边界,L8 REPAIR修复回流接口,边界,RN03 影响、感受与意义确认,repair_status,98,待验证,是,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv:391
M4-BUFFER-391,M4,M4.BUFFER,调节保护与病药接口,executable_rule,RN04 责任与角色承担｜保护路由,L8 REPAIR修复回流接口,路由,RN04 责任与角色承担,repair_buffer,95,待验证,是,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv:392
M4-BUFFER-392,M4,M4.BUFFER,调节保护与病药接口,executable_rule,RN04 责任与角色承担｜完成边界,L8 REPAIR修复回流接口,边界,RN04 责任与角色承担,repair_status,98,待验证,是,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv:393
M4-BUFFER-393,M4,M4.BUFFER,调节保护与病药接口,executable_rule,RN05 需要、边界与参与权重订｜保护路由,L8 REPAIR修复回流接口,路由,RN05 需要、边界与参与权重订,repair_buffer,95,待验证,是,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv:394
M4-BUFFER-394,M4,M4.BUFFER,调节保护与病药接口,executable_rule,RN05 需要、边界与参与权重订｜完成边界,L8 REPAIR修复回流接口,边界,RN05 需要、边界与参与权重订,repair_status,98,待验证,是,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv:395
M4-BUFFER-395,M4,M4.BUFFER,调节保护与病药接口,executable_rule,RN06 补救行动与现实调整｜保护路由,L8 REPAIR修复回流接口,路由,RN06 补救行动与现实调整,repair_buffer,95,待验证,是,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv:396
M4-BUFFER-396,M4,M4.BUFFER,调节保护与病药接口,executable_rule,RN06 补救行动与现实调整｜完成边界,L8 REPAIR修复回流接口,边界,RN06 补救行动与现实调整,repair_status,98,待验证,是,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv:397
M4-BUFFER-397,M4,M4.BUFFER,调节保护与病药接口,executable_rule,RN07 接收反馈与二次修正｜保护路由,L8 REPAIR修复回流接口,路由,RN07 接收反馈与二次修正,repair_buffer,95,待验证,是,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv:398
M4-BUFFER-398,M4,M4.BUFFER,调节保护与病药接口,executable_rule,RN07 接收反馈与二次修正｜完成边界,L8 REPAIR修复回流接口,边界,RN07 接收反馈与二次修正,repair_status,98,待验证,是,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv:399
M4-BUFFER-399,M4,M4.BUFFER,调节保护与病药接口,executable_rule,RN08 持续兑现、回访与重新开放｜保护路由,L8 REPAIR修复回流接口,路由,RN08 持续兑现、回访与重新开放,repair_buffer,95,待验证,是,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv:400
M4-BUFFER-400,M4,M4.BUFFER,调节保护与病药接口,executable_rule,RN08 持续兑现、回访与重新开放｜完成边界,L8 REPAIR修复回流接口,边界,RN08 持续兑现、回访与重新开放,repair_status,98,待验证,是,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv:401
M4-BUFFER-401,M4,M4.BUFFER,调节保护与病药接口,executable_rule,RB01 事件停止等同修复完成｜保护接口,L8 REPAIR修复回流接口,路由,RB01 事件停止等同修复完成,repair_buffer,93,待验证,是,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv:402
M4-BUFFER-402,M4,M4.BUFFER,调节保护与病药接口,executable_rule,RB02 事实说清等同影响被理解｜保护接口,L8 REPAIR修复回流接口,路由,RB02 事实说清等同影响被理解,repair_buffer,93,待验证,是,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv:403
M4-BUFFER-403,M4,M4.BUFFER,调节保护与病药接口,executable_rule,RB03 解释原因等同责任承担｜保护接口,L8 REPAIR修复回流接口,路由,RB03 解释原因等同责任承担,repair_buffer,93,待验证,是,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv:404
M4-BUFFER-404,M4,M4.BUFFER,调节保护与病药接口,executable_rule,RB04 道歉表达等同行为改变｜保护接口,L8 REPAIR修复回流接口,路由,RB04 道歉表达等同行为改变,repair_buffer,93,待验证,是,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv:405
M4-BUFFER-405,M4,M4.BUFFER,调节保护与病药接口,executable_rule,RB05 情绪安抚等同现实问题解决｜保护接口,L8 REPAIR修复回流接口,路由,RB05 情绪安抚等同现实问题解决,repair_buffer,93,待验证,是,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv:406
M4-BUFFER-406,M4,M4.BUFFER,调节保护与病药接口,executable_rule,RB06 现实补偿等同关系修复｜保护接口,L8 REPAIR修复回流接口,路由,RB06 现实补偿等同关系修复,repair_buffer,93,待验证,是,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv:407
M4-BUFFER-407,M4,M4.BUFFER,调节保护与病药接口,executable_rule,RB07 承诺规则等同共同协商｜保护接口,L8 REPAIR修复回流接口,路由,RB07 承诺规则等同共同协商,repair_buffer,93,待验证,是,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv:408
M4-BUFFER-408,M4,M4.BUFFER,调节保护与病药接口,executable_rule,RB08 方案形成等同执行完成｜保护接口,L8 REPAIR修复回流接口,路由,RB08 方案形成等同执行完成,repair_buffer,93,待验证,是,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv:409
M4-BUFFER-409,M4,M4.BUFFER,调节保护与病药接口,executable_rule,RB09 暂停降温等同自动回归｜保护接口,L8 REPAIR修复回流接口,路由,RB09 暂停降温等同自动回归,repair_buffer,93,待验证,是,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv:410
M4-BUFFER-410,M4,M4.BUFFER,调节保护与病药接口,executable_rule,RB10 快速和好等同边界已经重订｜保护接口,L8 REPAIR修复回流接口,路由,RB10 快速和好等同边界已经重订,repair_buffer,93,待验证,是,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv:411
M4-BUFFER-411,M4,M4.BUFFER,调节保护与病药接口,executable_rule,RB11 单方修复投入等同双方闭环｜保护接口,L8 REPAIR修复回流接口,路由,RB11 单方修复投入等同双方闭环,repair_buffer,93,待验证,是,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv:412
M4-BUFFER-412,M4,M4.BUFFER,调节保护与病药接口,executable_rule,RB12 一次改善等同稳定改变｜保护接口,L8 REPAIR修复回流接口,路由,RB12 一次改善等同稳定改变,repair_buffer,93,待验证,是,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv:413
M4-BUFFER-413,M4,M4.BUFFER,调节保护与病药接口,executable_rule,修复保护只针对缺失节点,L8 REPAIR修复回流接口,边界,REPAIR综合门控,boundary_note,96,待验证,是,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv:414
M4-BUFFER-414,M4,M4.BUFFER,调节保护与病药接口,executable_rule,接收方反馈是保护有效性的独立证据,L8 REPAIR修复回流接口,证据,REPAIR综合门控,boundary_note,96,待验证,是,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv:415
M4-BUFFER-415,M4,M4.BUFFER,调节保护与病药接口,executable_rule,持续性高于单次补救,L8 REPAIR修复回流接口,边界,REPAIR综合门控,boundary_note,96,待验证,是,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv:416
M4-BUFFER-416,M4,M4.BUFFER,调节保护与病药接口,executable_rule,安全事件优先外部保护,L8 REPAIR修复回流接口,安全,REPAIR综合门控,boundary_note,99,待验证,是,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv:417
M4-BUFFER-417,M4,M4.BUFFER,调节保护与病药接口,executable_rule,SM01 透干且有根｜保护修正,L9 状态与动态修正,状态修正,SM01 透干且有根,state_modifier,90,待验证,是,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv:418
M4-BUFFER-418,M4,M4.BUFFER,调节保护与病药接口,executable_rule,SM01 透干且有根｜使用边界,L9 状态与动态修正,边界,SM01 透干且有根,boundary_note,97,待验证,是,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv:419
M4-BUFFER-419,M4,M4.BUFFER,调节保护与病药接口,executable_rule,SM02 透干但无根｜保护修正,L9 状态与动态修正,状态修正,SM02 透干但无根,state_modifier,90,待验证,是,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv:420
M4-BUFFER-420,M4,M4.BUFFER,调节保护与病药接口,executable_rule,SM02 透干但无根｜使用边界,L9 状态与动态修正,边界,SM02 透干但无根,boundary_note,97,待验证,是,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv:421
M4-BUFFER-421,M4,M4.BUFFER,调节保护与病药接口,executable_rule,SM03 藏支且有根｜保护修正,L9 状态与动态修正,状态修正,SM03 藏支且有根,state_modifier,90,待验证,是,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv:422
M4-BUFFER-422,M4,M4.BUFFER,调节保护与病药接口,executable_rule,SM03 藏支且有根｜使用边界,L9 状态与动态修正,边界,SM03 藏支且有根,boundary_note,97,待验证,是,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv:423
M4-BUFFER-423,M4,M4.BUFFER,调节保护与病药接口,executable_rule,SM04 藏而弱远｜保护修正,L9 状态与动态修正,状态修正,SM04 藏而弱远,state_modifier,90,待验证,是,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv:424
M4-BUFFER-424,M4,M4.BUFFER,调节保护与病药接口,executable_rule,SM04 藏而弱远｜使用边界,L9 状态与动态修正,边界,SM04 藏而弱远,boundary_note,97,待验证,是,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv:425
M4-BUFFER-425,M4,M4.BUFFER,调节保护与病药接口,executable_rule,SM05 旺而平衡｜保护修正,L9 状态与动态修正,状态修正,SM05 旺而平衡,state_modifier,90,待验证,是,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv:426
M4-BUFFER-426,M4,M4.BUFFER,调节保护与病药接口,executable_rule,SM05 旺而平衡｜使用边界,L9 状态与动态修正,边界,SM05 旺而平衡,boundary_note,97,待验证,是,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv:427
M4-BUFFER-427,M4,M4.BUFFER,调节保护与病药接口,executable_rule,SM06 旺而失衡｜保护修正,L9 状态与动态修正,状态修正,SM06 旺而失衡,state_modifier,90,待验证,是,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv:428
M4-BUFFER-428,M4,M4.BUFFER,调节保护与病药接口,executable_rule,SM06 旺而失衡｜使用边界,L9 状态与动态修正,边界,SM06 旺而失衡,boundary_note,97,待验证,是,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv:429
M4-BUFFER-429,M4,M4.BUFFER,调节保护与病药接口,executable_rule,SM07 偏弱但有助｜保护修正,L9 状态与动态修正,状态修正,SM07 偏弱但有助,state_modifier,90,待验证,是,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv:430
M4-BUFFER-430,M4,M4.BUFFER,调节保护与病药接口,executable_rule,SM07 偏弱但有助｜使用边界,L9 状态与动态修正,边界,SM07 偏弱但有助,boundary_note,97,待验证,是,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv:431
M4-BUFFER-431,M4,M4.BUFFER,调节保护与病药接口,executable_rule,SM08 偏弱且无助｜保护修正,L9 状态与动态修正,状态修正,SM08 偏弱且无助,state_modifier,90,待验证,是,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv:432
M4-BUFFER-432,M4,M4.BUFFER,调节保护与病药接口,executable_rule,SM08 偏弱且无助｜使用边界,L9 状态与动态修正,边界,SM08 偏弱且无助,boundary_note,97,待验证,是,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv:433
M4-BUFFER-433,M4,M4.BUFFER,调节保护与病药接口,executable_rule,SM09 有制有化／有通关｜保护修正,L9 状态与动态修正,状态修正,SM09 有制有化／有通关,state_modifier,90,待验证,是,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv:434
M4-BUFFER-434,M4,M4.BUFFER,调节保护与病药接口,executable_rule,SM09 有制有化／有通关｜使用边界,L9 状态与动态修正,边界,SM09 有制有化／有通关,boundary_note,97,待验证,是,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv:435
M4-BUFFER-435,M4,M4.BUFFER,调节保护与病药接口,executable_rule,SM10 强而无制｜保护修正,L9 状态与动态修正,状态修正,SM10 强而无制,state_modifier,90,待验证,是,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv:436
M4-BUFFER-436,M4,M4.BUFFER,调节保护与病药接口,executable_rule,SM10 强而无制｜使用边界,L9 状态与动态修正,边界,SM10 强而无制,boundary_note,97,待验证,是,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv:437
M4-BUFFER-437,M4,M4.BUFFER,调节保护与病药接口,executable_rule,SM11 日支主气／日柱近位｜保护修正,L9 状态与动态修正,状态修正,SM11 日支主气／日柱近位,state_modifier,90,待验证,是,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv:438
M4-BUFFER-438,M4,M4.BUFFER,调节保护与病药接口,executable_rule,SM11 日支主气／日柱近位｜使用边界,L9 状态与动态修正,边界,SM11 日支主气／日柱近位,boundary_note,97,待验证,是,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv:439
M4-BUFFER-439,M4,M4.BUFFER,调节保护与病药接口,executable_rule,SM12 中气有效｜保护修正,L9 状态与动态修正,状态修正,SM12 中气有效,state_modifier,90,待验证,是,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv:440
M4-BUFFER-440,M4,M4.BUFFER,调节保护与病药接口,executable_rule,SM12 中气有效｜使用边界,L9 状态与动态修正,边界,SM12 中气有效,boundary_note,97,待验证,是,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv:441
M4-BUFFER-441,M4,M4.BUFFER,调节保护与病药接口,executable_rule,SM13 余气有效｜保护修正,L9 状态与动态修正,状态修正,SM13 余气有效,state_modifier,90,待验证,是,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv:442
M4-BUFFER-442,M4,M4.BUFFER,调节保护与病药接口,executable_rule,SM13 余气有效｜使用边界,L9 状态与动态修正,边界,SM13 余气有效,boundary_note,97,待验证,是,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv:443
M4-BUFFER-443,M4,M4.BUFFER,调节保护与病药接口,executable_rule,SM14 合冲刑害破｜保护修正,L9 状态与动态修正,状态修正,SM14 合冲刑害破,state_modifier,90,待验证,是,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv:444
M4-BUFFER-444,M4,M4.BUFFER,调节保护与病药接口,executable_rule,SM14 合冲刑害破｜使用边界,L9 状态与动态修正,边界,SM14 合冲刑害破,boundary_note,97,待验证,是,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv:445
M4-BUFFER-445,M4,M4.BUFFER,调节保护与病药接口,executable_rule,SM15 真合化成立｜保护修正,L9 状态与动态修正,状态修正,SM15 真合化成立,state_modifier,90,待验证,是,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv:446
M4-BUFFER-446,M4,M4.BUFFER,调节保护与病药接口,executable_rule,SM15 真合化成立｜使用边界,L9 状态与动态修正,边界,SM15 真合化成立,boundary_note,97,待验证,是,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv:447
M4-BUFFER-447,M4,M4.BUFFER,调节保护与病药接口,executable_rule,SM16 阶段覆盖与现实反例｜保护修正,L9 状态与动态修正,状态修正,SM16 阶段覆盖与现实反例,state_modifier,90,待验证,是,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv:448
M4-BUFFER-448,M4,M4.BUFFER,调节保护与病药接口,executable_rule,SM16 阶段覆盖与现实反例｜使用边界,L9 状态与动态修正,边界,SM16 阶段覆盖与现实反例,boundary_note,97,待验证,是,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv:449
M4-BUFFER-449,M4,M4.BUFFER,调节保护与病药接口,executable_rule,OS01 现实反例与成功经验｜现实支持定义,L10 外部支持与现实证据,定义,OS01 现实反例与成功经验,external_support,95,待验证,是,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv:450
M4-BUFFER-450,M4,M4.BUFFER,调节保护与病药接口,executable_rule,OS01 现实反例与成功经验｜适用情境,L10 外部支持与现实证据,路由,OS01 现实反例与成功经验,buffer_target,91,待验证,是,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv:451
M4-BUFFER-451,M4,M4.BUFFER,调节保护与病药接口,executable_rule,OS01 现实反例与成功经验｜有效证据,L10 外部支持与现实证据,效果,OS01 现实反例与成功经验,buffer_level,93,待验证,是,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv:452
M4-BUFFER-452,M4,M4.BUFFER,调节保护与病药接口,executable_rule,OS01 现实反例与成功经验｜使用边界,L10 外部支持与现实证据,边界,OS01 现实反例与成功经验,boundary_note,99,待验证,是,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv:453
M4-BUFFER-453,M4,M4.BUFFER,调节保护与病药接口,executable_rule,OS02 伴侣可观察反馈｜现实支持定义,L10 外部支持与现实证据,定义,OS02 伴侣可观察反馈,external_support,95,待验证,是,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv:454
M4-BUFFER-454,M4,M4.BUFFER,调节保护与病药接口,executable_rule,OS02 伴侣可观察反馈｜适用情境,L10 外部支持与现实证据,路由,OS02 伴侣可观察反馈,buffer_target,91,待验证,是,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv:455
M4-BUFFER-455,M4,M4.BUFFER,调节保护与病药接口,executable_rule,OS02 伴侣可观察反馈｜有效证据,L10 外部支持与现实证据,效果,OS02 伴侣可观察反馈,buffer_level,93,待验证,是,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv:456
M4-BUFFER-456,M4,M4.BUFFER,调节保护与病药接口,executable_rule,OS02 伴侣可观察反馈｜使用边界,L10 外部支持与现实证据,边界,OS02 伴侣可观察反馈,boundary_note,99,待验证,是,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv:457
M4-BUFFER-457,M4,M4.BUFFER,调节保护与病药接口,executable_rule,OS03 可靠亲友与社会支持｜现实支持定义,L10 外部支持与现实证据,定义,OS03 可靠亲友与社会支持,external_support,95,待验证,是,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv:458
M4-BUFFER-458,M4,M4.BUFFER,调节保护与病药接口,executable_rule,OS03 可靠亲友与社会支持｜适用情境,L10 外部支持与现实证据,路由,OS03 可靠亲友与社会支持,buffer_target,91,待验证,是,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv:459
M4-BUFFER-459,M4,M4.BUFFER,调节保护与病药接口,executable_rule,OS03 可靠亲友与社会支持｜有效证据,L10 外部支持与现实证据,效果,OS03 可靠亲友与社会支持,buffer_level,93,待验证,是,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv:460
M4-BUFFER-460,M4,M4.BUFFER,调节保护与病药接口,executable_rule,OS03 可靠亲友与社会支持｜使用边界,L10 外部支持与现实证据,边界,OS03 可靠亲友与社会支持,boundary_note,99,待验证,是,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv:461
M4-BUFFER-461,M4,M4.BUFFER,调节保护与病药接口,executable_rule,OS04 结构化沟通工具与书面协议｜现实支持定义,L10 外部支持与现实证据,定义,OS04 结构化沟通工具与书面协议,external_support,95,待验证,是,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv:462
M4-BUFFER-462,M4,M4.BUFFER,调节保护与病药接口,executable_rule,OS04 结构化沟通工具与书面协议｜适用情境,L10 外部支持与现实证据,路由,OS04 结构化沟通工具与书面协议,buffer_target,91,待验证,是,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv:463
M4-BUFFER-463,M4,M4.BUFFER,调节保护与病药接口,executable_rule,OS04 结构化沟通工具与书面协议｜有效证据,L10 外部支持与现实证据,效果,OS04 结构化沟通工具与书面协议,buffer_level,93,待验证,是,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv:464
M4-BUFFER-464,M4,M4.BUFFER,调节保护与病药接口,executable_rule,OS04 结构化沟通工具与书面协议｜使用边界,L10 外部支持与现实证据,边界,OS04 结构化沟通工具与书面协议,boundary_note,99,待验证,是,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv:465
M4-BUFFER-465,M4,M4.BUFFER,调节保护与病药接口,executable_rule,OS05 现实资源与环境调整｜现实支持定义,L10 外部支持与现实证据,定义,OS05 现实资源与环境调整,external_support,95,待验证,是,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv:466
