global_id,model,module_id,module_name,record_class,source_id,source_version,source_file,source_sheet,source_row,layer,rule_type,applicable_group,rule_name,main_signal,secondary_signal,required_conditions,excluded_conditions,enhancing_conditions,weakening_conditions,exception_conditions,priority,score_effect,output_slot,internal_logic,user_explanation,forbidden_inference,confidence,validation_status,audit_status,upstream_dependencies,downstream_consumers,runtime_load,migration_status,native_reference,notes
M12-BRIDGE-0027-V1.0,M0,M0.M12,12_五行流通卡点,executable_rule,M12-BRIDGE-0027-V1.0,V1.0,M0_八字结构判定与用神规则库_V1.9_版本与争议治理闭环版.xlsx,12_五行流通卡点,33,结构层,BRIDGE,通用,桥梁受寒凝时存在但流动性下降,五行生化路径,寒凝,前置条件：M06关系效应、M08五行有效旺衰、M10十神功能与M11组合判断已完成；必要条件：起点、桥梁、终点均按有效力量与实际作用路径判断；通关条件：M13确认寒凝属于真实主要矛盾,否决条件：不得仅因五行缺失、数量少或关系名称直接认定卡点或通关用神,增强条件：桥梁有根有源、透达、位置可达且不存在关键制约,削弱条件：桥梁失令、无根、受克、合绊、改性或同时被多路调用,例外条件：若存在更短、更强或副作用更小的替代路径，应并列比较后再裁定,,,M12_BRIDGE_流通判定,流通判断以五行有效力量、生克顺序与十神功能为核心；古典依据可参照《滴天髓》《渊海子平》。 https://zh.wikisource.org/wiki/%E6%BB%B4%E5%A4%A9%E9%AB%93%E9%97%A1%E5%BE%AE https://zh.wikisource.org/zh-hans/%E6%B7%B5%E6%B5%B7%E5%AD%90%E5%B9%B3,桥梁受寒凝时存在但流动性下降：按起点—桥梁—终点检查有效力量、连续性与承载；卡点为“寒凝”时，仅生成通关候选，不直接定用神。,,较高,采用,初审,M06/M08/M10/M11,M13/M16/M17,是,保留原ID；标准化映射,12_五行流通卡点!33,正例：当“桥梁物理象义上的生发、蒸腾或化泄效率受低温状态压制”真实成立，且桥梁具备有效力量和连续作用条件时，可按“桥梁受寒凝时存在但流动性下降”记录。；反例：仅见表面缺失或五行相克，但未证明“桥梁物理象义上的生发、蒸腾或化泄效率受低温状态压制”形成实际阻断时，不得套用“桥梁受寒凝时存在但流动性下降”。；流派标签：现代综合；更新日期：46255
M12-BRIDGE-0028-V1.0,M0,M0.M12,12_五行流通卡点,executable_rule,M12-BRIDGE-0028-V1.0,V1.0,M0_八字结构判定与用神规则库_V1.9_版本与争议治理闭环版.xlsx,12_五行流通卡点,34,结构层,BRIDGE,通用,桥梁受燥枯时连续生化能力下降,五行生化路径,燥枯,前置条件：M06关系效应、M08五行有效旺衰、M10十神功能与M11组合判断已完成；必要条件：起点、桥梁、终点均按有效力量与实际作用路径判断；通关条件：M13确认燥枯为主要矛盾,否决条件：不得仅因五行缺失、数量少或关系名称直接认定卡点或通关用神,增强条件：桥梁有根有源、透达、位置可达且不存在关键制约,削弱条件：桥梁失令、无根、受克、合绊、改性或同时被多路调用,例外条件：若存在更短、更强或副作用更小的替代路径，应并列比较后再裁定,,,M12_BRIDGE_流通判定,流通判断以五行有效力量、生克顺序与十神功能为核心；古典依据可参照《滴天髓》《渊海子平》。 https://zh.wikisource.org/wiki/%E6%BB%B4%E5%A4%A9%E9%AB%93%E9%97%A1%E5%BE%AE https://zh.wikisource.org/zh-hans/%E6%B7%B5%E6%B5%B7%E5%AD%90%E5%B9%B3,桥梁受燥枯时连续生化能力下降：按起点—桥梁—终点检查有效力量、连续性与承载；卡点为“燥枯”时，仅生成通关候选，不直接定用神。,,较高,采用,初审,M06/M08/M10/M11,M13/M16/M17,是,保留原ID；标准化映射,12_五行流通卡点!34,正例：当“桥梁虽有力量但缺乏持续生发、润泽或承接条件”真实成立，且桥梁具备有效力量和连续作用条件时，可按“桥梁受燥枯时连续生化能力下降”记录。；反例：仅见表面缺失或五行相克，但未证明“桥梁虽有力量但缺乏持续生发、润泽或承接条件”形成实际阻断时，不得套用“桥梁受燥枯时连续生化能力下降”。；流派标签：现代综合；更新日期：46255
M12-BRIDGE-0029-V1.0,M0,M0.M12,12_五行流通卡点,executable_rule,M12-BRIDGE-0029-V1.0,V1.0,M0_八字结构判定与用神规则库_V1.9_版本与争议治理闭环版.xlsx,12_五行流通卡点,35,结构层,BRIDGE,通用,桥梁过旺也可能截留上游力量形成壅塞,五行生化路径,回流壅塞,前置条件：M06关系效应、M08五行有效旺衰、M10十神功能与M11组合判断已完成；必要条件：起点、桥梁、终点均按有效力量与实际作用路径判断；通关条件：待定,否决条件：不得仅因五行缺失、数量少或关系名称直接认定卡点或通关用神,增强条件：桥梁有根有源、透达、位置可达且不存在关键制约,削弱条件：桥梁失令、无根、受克、合绊、改性或同时被多路调用,例外条件：若存在更短、更强或副作用更小的替代路径，应并列比较后再裁定,,,M12_BRIDGE_流通判定,流通判断以五行有效力量、生克顺序与十神功能为核心；古典依据可参照《滴天髓》《渊海子平》。 https://zh.wikisource.org/wiki/%E6%BB%B4%E5%A4%A9%E9%AB%93%E9%97%A1%E5%BE%AE https://zh.wikisource.org/zh-hans/%E6%B7%B5%E6%B5%B7%E5%AD%90%E5%B9%B3,桥梁过旺也可能截留上游力量形成壅塞：按起点—桥梁—终点检查有效力量、连续性与承载；卡点为“回流壅塞”时，仅生成通关候选，不直接定用神。,,较高,采用,初审,M06/M08/M10/M11,M13/M16/M17,是,保留原ID；标准化映射,12_五行流通卡点!35,正例：当“中间节点过度成势，力量停留在桥梁而未有效送达终点”真实成立，且桥梁具备有效力量和连续作用条件时，可按“桥梁过旺也可能截留上游力量形成壅塞”记录。；反例：仅见表面缺失或五行相克，但未证明“中间节点过度成势，力量停留在桥梁而未有效送达终点”形成实际阻断时，不得套用“桥梁过旺也可能截留上游力量形成壅塞”。；流派标签：现代综合；更新日期：46255
M12-BRIDGE-0030-V1.0,M0,M0.M12,12_五行流通卡点,executable_rule,M12-BRIDGE-0030-V1.0,V1.0,M0_八字结构判定与用神规则库_V1.9_版本与争议治理闭环版.xlsx,12_五行流通卡点,36,结构层,BRIDGE,通用,桥梁被冲动不等于流通必然中断,五行生化路径,其他,前置条件：M06关系效应、M08五行有效旺衰、M10十神功能与M11组合判断已完成；必要条件：起点、桥梁、终点均按有效力量与实际作用路径判断；通关条件：待定,否决条件：不得仅因五行缺失、数量少或关系名称直接认定卡点或通关用神,增强条件：桥梁有根有源、透达、位置可达且不存在关键制约,削弱条件：桥梁失令、无根、受克、合绊、改性或同时被多路调用,例外条件：若存在更短、更强或副作用更小的替代路径，应并列比较后再裁定,,,冲动桥梁非自动失效,流通判断以五行有效力量、生克顺序与十神功能为核心；古典依据可参照《滴天髓》《渊海子平》。 https://zh.wikisource.org/wiki/%E6%BB%B4%E5%A4%A9%E9%AB%93%E9%97%A1%E5%BE%AE https://zh.wikisource.org/zh-hans/%E6%B7%B5%E6%B5%B7%E5%AD%90%E5%B9%B3,桥梁被冲动不等于流通必然中断：按起点—桥梁—终点检查有效力量、连续性与承载；卡点为“其他”时，仅生成通关候选，不直接定用神。,,较高,采用,初审,M06/M08/M10/M11,M13/M16/M17,是,保留原ID；标准化映射,12_五行流通卡点!36,正例：当“M06仅判冲动或激活，并未判冲散、失根或功能失效”真实成立，且桥梁具备有效力量和连续作用条件时，可按“桥梁被冲动不等于流通必然中断”记录。；反例：仅见表面缺失或五行相克，但未证明“M06仅判冲动或激活，并未判冲散、失根或功能失效”形成实际阻断时，不得套用“桥梁被冲动不等于流通必然中断”。；流派标签：现代综合；更新日期：46255
M12-END-0031-V1.0,M0,M0.M12,12_五行流通卡点,executable_rule,M12-END-0031-V1.0,V1.0,M0_八字结构判定与用神规则库_V1.9_版本与争议治理闭环版.xlsx,12_五行流通卡点,37,结构层,END,通用,终点必须具备最低承载能力,五行生化路径,终点过弱不能承载,前置条件：M06关系效应、M08五行有效旺衰、M10十神功能与M11组合判断已完成；必要条件：起点、桥梁、终点均按有效力量与实际作用路径判断；通关条件：待定,否决条件：不得仅因五行缺失、数量少或关系名称直接认定卡点或通关用神,增强条件：桥梁有根有源、透达、位置可达且不存在关键制约,削弱条件：桥梁失令、无根、受克、合绊、改性或同时被多路调用,例外条件：若存在更短、更强或副作用更小的替代路径，应并列比较后再裁定,,,M12_END_流通判定,流通判断以五行有效力量、生克顺序与十神功能为核心；古典依据可参照《滴天髓》《渊海子平》。 https://zh.wikisource.org/wiki/%E6%BB%B4%E5%A4%A9%E9%AB%93%E9%97%A1%E5%BE%AE https://zh.wikisource.org/zh-hans/%E6%B7%B5%E6%B5%B7%E5%AD%90%E5%B9%B3,终点必须具备最低承载能力：按起点—桥梁—终点检查有效力量、连续性与承载；卡点为“终点过弱不能承载”时，仅生成通关候选，不直接定用神。,,较高,采用,初审,M06/M08/M10/M11,M13/M16/M17,是,保留原ID；标准化映射,12_五行流通卡点!37,正例：当“终点有效力量不足，无法完整承接上游持续输送”真实成立，且桥梁具备有效力量和连续作用条件时，可按“终点必须具备最低承载能力”记录。；反例：仅见表面缺失或五行相克，但未证明“终点有效力量不足，无法完整承接上游持续输送”形成实际阻断时，不得套用“终点必须具备最低承载能力”。；流派标签：现代综合；更新日期：46255
M12-END-0032-V1.0,M0,M0.M12,12_五行流通卡点,executable_rule,M12-END-0032-V1.0,V1.0,M0_八字结构判定与用神规则库_V1.9_版本与争议治理闭环版.xlsx,12_五行流通卡点,38,结构层,END,通用,终点极弱或失效时路径可判无有效落点,五行生化路径,终点过弱不能承载,前置条件：M06关系效应、M08五行有效旺衰、M10十神功能与M11组合判断已完成；必要条件：起点、桥梁、终点均按有效力量与实际作用路径判断；通关条件：待定,否决条件：不得仅因五行缺失、数量少或关系名称直接认定卡点或通关用神,增强条件：桥梁有根有源、透达、位置可达且不存在关键制约,削弱条件：桥梁失令、无根、受克、合绊、改性或同时被多路调用,例外条件：若存在更短、更强或副作用更小的替代路径，应并列比较后再裁定,,,M12_END_流通判定,流通判断以五行有效力量、生克顺序与十神功能为核心；古典依据可参照《滴天髓》《渊海子平》。 https://zh.wikisource.org/wiki/%E6%BB%B4%E5%A4%A9%E9%AB%93%E9%97%A1%E5%BE%AE https://zh.wikisource.org/zh-hans/%E6%B7%B5%E6%B5%B7%E5%AD%90%E5%B9%B3,终点极弱或失效时路径可判无有效落点：按起点—桥梁—终点检查有效力量、连续性与承载；卡点为“终点过弱不能承载”时，仅生成通关候选，不直接定用神。,,较高,采用,初审,M06/M08/M10/M11,M13/M16/M17,是,保留原ID；标准化映射,12_五行流通卡点!38,正例：当“终点无法接受或转化传来的力量”真实成立，且桥梁具备有效力量和连续作用条件时，可按“终点极弱或失效时路径可判无有效落点”记录。；反例：仅见表面缺失或五行相克，但未证明“终点无法接受或转化传来的力量”形成实际阻断时，不得套用“终点极弱或失效时路径可判无有效落点”。；流派标签：现代综合；更新日期：46255
M12-END-0033-V1.0,M0,M0.M12,12_五行流通卡点,executable_rule,M12-END-0033-V1.0,V1.0,M0_八字结构判定与用神规则库_V1.9_版本与争议治理闭环版.xlsx,12_五行流通卡点,39,结构层,END,通用,终点中和以上通常可形成稳定落点,五行生化路径,其他,前置条件：M06关系效应、M08五行有效旺衰、M10十神功能与M11组合判断已完成；必要条件：起点、桥梁、终点均按有效力量与实际作用路径判断；通关条件：待定,否决条件：不得仅因五行缺失、数量少或关系名称直接认定卡点或通关用神,增强条件：桥梁有根有源、透达、位置可达且不存在关键制约,削弱条件：桥梁失令、无根、受克、合绊、改性或同时被多路调用,例外条件：若存在更短、更强或副作用更小的替代路径，应并列比较后再裁定,,,终点稳定承载,流通判断以五行有效力量、生克顺序与十神功能为核心；古典依据可参照《滴天髓》《渊海子平》。 https://zh.wikisource.org/wiki/%E6%BB%B4%E5%A4%A9%E9%AB%93%E9%97%A1%E5%BE%AE https://zh.wikisource.org/zh-hans/%E6%B7%B5%E6%B5%B7%E5%AD%90%E5%B9%B3,终点中和以上通常可形成稳定落点：按起点—桥梁—终点检查有效力量、连续性与承载；卡点为“其他”时，仅生成通关候选，不直接定用神。,,较高,采用,初审,M06/M08/M10/M11,M13/M16/M17,是,保留原ID；标准化映射,12_五行流通卡点!39,正例：当“终点有足够有效力量承接上游”真实成立，且桥梁具备有效力量和连续作用条件时，可按“终点中和以上通常可形成稳定落点”记录。；反例：仅见表面缺失或五行相克，但未证明“终点有足够有效力量承接上游”形成实际阻断时，不得套用“终点中和以上通常可形成稳定落点”。；流派标签：现代综合；更新日期：46255
M12-END-0034-V1.0,M0,M0.M12,12_五行流通卡点,executable_rule,M12-END-0034-V1.0,V1.0,M0_八字结构判定与用神规则库_V1.9_版本与争议治理闭环版.xlsx,12_五行流通卡点,40,结构层,END,通用,终点过旺可能反向压制上游或桥梁,五行生化路径,终点过旺反制,前置条件：M06关系效应、M08五行有效旺衰、M10十神功能与M11组合判断已完成；必要条件：起点、桥梁、终点均按有效力量与实际作用路径判断；通关条件：待定,否决条件：不得仅因五行缺失、数量少或关系名称直接认定卡点或通关用神,增强条件：桥梁有根有源、透达、位置可达且不存在关键制约,削弱条件：桥梁失令、无根、受克、合绊、改性或同时被多路调用,例外条件：若存在更短、更强或副作用更小的替代路径，应并列比较后再裁定,,,M12_END_流通判定,流通判断以五行有效力量、生克顺序与十神功能为核心；古典依据可参照《滴天髓》《渊海子平》。 https://zh.wikisource.org/wiki/%E6%BB%B4%E5%A4%A9%E9%AB%93%E9%97%A1%E5%BE%AE https://zh.wikisource.org/zh-hans/%E6%B7%B5%E6%B5%B7%E5%AD%90%E5%B9%B3,终点过旺可能反向压制上游或桥梁：按起点—桥梁—终点检查有效力量、连续性与承载；卡点为“终点过旺反制”时，仅生成通关候选，不直接定用神。,,较高,采用,初审,M06/M08/M10/M11,M13/M16/M17,是,保留原ID；标准化映射,12_五行流通卡点!40,正例：当“终点集团过强，形成反向克制、争夺或截流”真实成立，且桥梁具备有效力量和连续作用条件时，可按“终点过旺可能反向压制上游或桥梁”记录。；反例：仅见表面缺失或五行相克，但未证明“终点集团过强，形成反向克制、争夺或截流”形成实际阻断时，不得套用“终点过旺可能反向压制上游或桥梁”。；流派标签：现代综合；更新日期：46255
M12-END-0035-V1.0,M0,M0.M12,12_五行流通卡点,executable_rule,M12-END-0035-V1.0,V1.0,M0_八字结构判定与用神规则库_V1.9_版本与争议治理闭环版.xlsx,12_五行流通卡点,41,结构层,END,通用,终点被强克时承载能力需下调,五行生化路径,终点过弱不能承载,前置条件：M06关系效应、M08五行有效旺衰、M10十神功能与M11组合判断已完成；必要条件：起点、桥梁、终点均按有效力量与实际作用路径判断；通关条件：待定,否决条件：不得仅因五行缺失、数量少或关系名称直接认定卡点或通关用神,增强条件：桥梁有根有源、透达、位置可达且不存在关键制约,削弱条件：桥梁失令、无根、受克、合绊、改性或同时被多路调用,例外条件：若存在更短、更强或副作用更小的替代路径，应并列比较后再裁定,,,M12_END_流通判定,流通判断以五行有效力量、生克顺序与十神功能为核心；古典依据可参照《滴天髓》《渊海子平》。 https://zh.wikisource.org/wiki/%E6%BB%B4%E5%A4%A9%E9%AB%93%E9%97%A1%E5%BE%AE https://zh.wikisource.org/zh-hans/%E6%B7%B5%E6%B5%B7%E5%AD%90%E5%B9%B3,终点被强克时承载能力需下调：按起点—桥梁—终点检查有效力量、连续性与承载；卡点为“终点过弱不能承载”时，仅生成通关候选，不直接定用神。,,较高,采用,初审,M06/M08/M10/M11,M13/M16/M17,是,保留原ID；标准化映射,12_五行流通卡点!41,正例：当“终点在承接上游时同时遭受更强克制”真实成立，且桥梁具备有效力量和连续作用条件时，可按“终点被强克时承载能力需下调”记录。；反例：仅见表面缺失或五行相克，但未证明“终点在承接上游时同时遭受更强克制”形成实际阻断时，不得套用“终点被强克时承载能力需下调”。；流派标签：现代综合；更新日期：46255
M12-END-0036-V1.0,M0,M0.M12,12_五行流通卡点,executable_rule,M12-END-0036-V1.0,V1.0,M0_八字结构判定与用神规则库_V1.9_版本与争议治理闭环版.xlsx,12_五行流通卡点,42,结构层,END,通用,终点被合化后必须按新功能重判承载,五行生化路径,其他,前置条件：M06关系效应、M08五行有效旺衰、M10十神功能与M11组合判断已完成；必要条件：起点、桥梁、终点均按有效力量与实际作用路径判断；通关条件：待定,否决条件：不得仅因五行缺失、数量少或关系名称直接认定卡点或通关用神,增强条件：桥梁有根有源、透达、位置可达且不存在关键制约,削弱条件：桥梁失令、无根、受克、合绊、改性或同时被多路调用,例外条件：若存在更短、更强或副作用更小的替代路径，应并列比较后再裁定,,,M12_END_流通判定,流通判断以五行有效力量、生克顺序与十神功能为核心；古典依据可参照《滴天髓》《渊海子平》。 https://zh.wikisource.org/wiki/%E6%BB%B4%E5%A4%A9%E9%AB%93%E9%97%A1%E5%BE%AE https://zh.wikisource.org/zh-hans/%E6%B7%B5%E6%B5%B7%E5%AD%90%E5%B9%B3,终点被合化后必须按新功能重判承载：按起点—桥梁—终点检查有效力量、连续性与承载；卡点为“其他”时，仅生成通关候选，不直接定用神。,,较高,采用,初审,M06/M08/M10/M11,M13/M16/M17,是,保留原ID；标准化映射,12_五行流通卡点!42,正例：当“终点原五行性质改变，原路径不再以原终点收束”真实成立，且桥梁具备有效力量和连续作用条件时，可按“终点被合化后必须按新功能重判承载”记录。；反例：仅见表面缺失或五行相克，但未证明“终点原五行性质改变，原路径不再以原终点收束”形成实际阻断时，不得套用“终点被合化后必须按新功能重判承载”。；流派标签：现代综合；更新日期：46255
M12-END-0037-V1.0,M0,M0.M12,12_五行流通卡点,executable_rule,M12-END-0037-V1.0,V1.0,M0_八字结构判定与用神规则库_V1.9_版本与争议治理闭环版.xlsx,12_五行流通卡点,43,结构层,END,通用,一个终点接收多个强源时可能超载,五行生化路径,终点过旺反制,前置条件：M06关系效应、M08五行有效旺衰、M10十神功能与M11组合判断已完成；必要条件：起点、桥梁、终点均按有效力量与实际作用路径判断；通关条件：待定,否决条件：不得仅因五行缺失、数量少或关系名称直接认定卡点或通关用神,增强条件：桥梁有根有源、透达、位置可达且不存在关键制约,削弱条件：桥梁失令、无根、受克、合绊、改性或同时被多路调用,例外条件：若存在更短、更强或副作用更小的替代路径，应并列比较后再裁定,,,M12_END_流通判定,流通判断以五行有效力量、生克顺序与十神功能为核心；古典依据可参照《滴天髓》《渊海子平》。 https://zh.wikisource.org/wiki/%E6%BB%B4%E5%A4%A9%E9%AB%93%E9%97%A1%E5%BE%AE https://zh.wikisource.org/zh-hans/%E6%B7%B5%E6%B5%B7%E5%AD%90%E5%B9%B3,一个终点接收多个强源时可能超载：按起点—桥梁—终点检查有效力量、连续性与承载；卡点为“终点过旺反制”时，仅生成通关候选，不直接定用神。,,较高,采用,初审,M06/M08/M10/M11,M13/M16/M17,是,保留原ID；标准化映射,12_五行流通卡点!43,正例：当“多个通路同时向同一终点汇聚，输入高于终点消化能力”真实成立，且桥梁具备有效力量和连续作用条件时，可按“一个终点接收多个强源时可能超载”记录。；反例：仅见表面缺失或五行相克，但未证明“多个通路同时向同一终点汇聚，输入高于终点消化能力”形成实际阻断时，不得套用“一个终点接收多个强源时可能超载”。；流派标签：现代综合；更新日期：46255
M12-END-0038-V1.0,M0,M0.M12,12_五行流通卡点,executable_rule,M12-END-0038-V1.0,V1.0,M0_八字结构判定与用神规则库_V1.9_版本与争议治理闭环版.xlsx,12_五行流通卡点,44,结构层,END,通用,终点承载评价必须结合其后续是否仍需继续输出,五行生化路径,链路过长,前置条件：M06关系效应、M08五行有效旺衰、M10十神功能与M11组合判断已完成；必要条件：起点、桥梁、终点均按有效力量与实际作用路径判断；通关条件：待定,否决条件：不得仅因五行缺失、数量少或关系名称直接认定卡点或通关用神,增强条件：桥梁有根有源、透达、位置可达且不存在关键制约,削弱条件：桥梁失令、无根、受克、合绊、改性或同时被多路调用,例外条件：若存在更短、更强或副作用更小的替代路径，应并列比较后再裁定,,,M12_END_流通判定,流通判断以五行有效力量、生克顺序与十神功能为核心；古典依据可参照《滴天髓》《渊海子平》。 https://zh.wikisource.org/wiki/%E6%BB%B4%E5%A4%A9%E9%AB%93%E9%97%A1%E5%BE%AE https://zh.wikisource.org/zh-hans/%E6%B7%B5%E6%B5%B7%E5%AD%90%E5%B9%B3,终点承载评价必须结合其后续是否仍需继续输出：按起点—桥梁—终点检查有效力量、连续性与承载；卡点为“链路过长”时，仅生成通关候选，不直接定用神。,,较高,采用,初审,M06/M08/M10/M11,M13/M16/M17,是,保留原ID；标准化映射,12_五行流通卡点!44,正例：当“阶段性终点如果还需继续输出，则其承载和泄出能力须同时评估”真实成立，且桥梁具备有效力量和连续作用条件时，可按“终点承载评价必须结合其后续是否仍需继续输出”记录。；反例：仅见表面缺失或五行相克，但未证明“阶段性终点如果还需继续输出，则其承载和泄出能力须同时评估”形成实际阻断时，不得套用“终点承载评价必须结合其后续是否仍需继续输出”。；流派标签：现代综合；更新日期：46255
M12-BLOCK-0039-V1.0,M0,M0.M12,12_五行流通卡点,executable_rule,M12-BLOCK-0039-V1.0,V1.0,M0_八字结构判定与用神规则库_V1.9_版本与争议治理闭环版.xlsx,12_五行流通卡点,45,结构层,BLOCK,通用,缺少必要桥梁形成真正缺桥,五行生化路径,缺桥,前置条件：M06关系效应、M08五行有效旺衰、M10十神功能与M11组合判断已完成；必要条件：起点、桥梁、终点均按有效力量与实际作用路径判断；通关条件：待定,否决条件：不得仅因五行缺失、数量少或关系名称直接认定卡点或通关用神,增强条件：桥梁有根有源、透达、位置可达且不存在关键制约,削弱条件：桥梁失令、无根、受克、合绊、改性或同时被多路调用,例外条件：若存在更短、更强或副作用更小的替代路径，应并列比较后再裁定,,,M12_BLOCK_流通判定,流通判断以五行有效力量、生克顺序与十神功能为核心；古典依据可参照《滴天髓》《渊海子平》。 https://zh.wikisource.org/wiki/%E6%BB%B4%E5%A4%A9%E9%AB%93%E9%97%A1%E5%BE%AE https://zh.wikisource.org/zh-hans/%E6%B7%B5%E6%B5%B7%E5%AD%90%E5%B9%B3,缺少必要桥梁形成真正缺桥：按起点—桥梁—终点检查有效力量、连续性与承载；卡点为“缺桥”时，仅生成通关候选，不直接定用神。,,较高,采用,初审,M06/M08/M10/M11,M13/M16/M17,是,保留原ID；标准化映射,12_五行流通卡点!45,正例：当“目标生化或通关路径必须经过该五行，而原局该五行完全不现或全部失效”真实成立，且桥梁具备有效力量和连续作用条件时，可按“缺少必要桥梁形成真正缺桥”记录。；反例：仅见表面缺失或五行相克，但未证明“目标生化或通关路径必须经过该五行，而原局该五行完全不现或全部失效”形成实际阻断时，不得套用“缺少必要桥梁形成真正缺桥”。；流派标签：现代综合；更新日期：46255
M12-BLOCK-0040-V1.0,M0,M0.M12,12_五行流通卡点,executable_rule,M12-BLOCK-0040-V1.0,V1.0,M0_八字结构判定与用神规则库_V1.9_版本与争议治理闭环版.xlsx,12_五行流通卡点,46,结构层,BLOCK,通用,桥梁太弱是最常见的局部阻塞,五行生化路径,桥梁太弱,前置条件：M06关系效应、M08五行有效旺衰、M10十神功能与M11组合判断已完成；必要条件：起点、桥梁、终点均按有效力量与实际作用路径判断；通关条件：待定,否决条件：不得仅因五行缺失、数量少或关系名称直接认定卡点或通关用神,增强条件：桥梁有根有源、透达、位置可达且不存在关键制约,削弱条件：桥梁失令、无根、受克、合绊、改性或同时被多路调用,例外条件：若存在更短、更强或副作用更小的替代路径，应并列比较后再裁定,,,M12_BLOCK_流通判定,流通判断以五行有效力量、生克顺序与十神功能为核心；古典依据可参照《滴天髓》《渊海子平》。 https://zh.wikisource.org/wiki/%E6%BB%B4%E5%A4%A9%E9%AB%93%E9%97%A1%E5%BE%AE https://zh.wikisource.org/zh-hans/%E6%B7%B5%E6%B5%B7%E5%AD%90%E5%B9%B3,桥梁太弱是最常见的局部阻塞：按起点—桥梁—终点检查有效力量、连续性与承载；卡点为“桥梁太弱”时，仅生成通关候选，不直接定用神。,,较高,采用,初审,M06/M08/M10/M11,M13/M16/M17,是,保留原ID；标准化映射,12_五行流通卡点!46,正例：当“桥梁有名义节点但有效力量不足以传递上游”真实成立，且桥梁具备有效力量和连续作用条件时，可按“桥梁太弱是最常见的局部阻塞”记录。；反例：仅见表面缺失或五行相克，但未证明“桥梁有名义节点但有效力量不足以传递上游”形成实际阻断时，不得套用“桥梁太弱是最常见的局部阻塞”。；流派标签：现代综合；更新日期：46255
M12-BLOCK-0041-V1.0,M0,M0.M12,12_五行流通卡点,executable_rule,M12-BLOCK-0041-V1.0,V1.0,M0_八字结构判定与用神规则库_V1.9_版本与争议治理闭环版.xlsx,12_五行流通卡点,47,结构层,BLOCK,通用,桥梁被克形成外部截断,五行生化路径,桥梁被克,前置条件：M06关系效应、M08五行有效旺衰、M10十神功能与M11组合判断已完成；必要条件：起点、桥梁、终点均按有效力量与实际作用路径判断；通关条件：待定,否决条件：不得仅因五行缺失、数量少或关系名称直接认定卡点或通关用神,增强条件：桥梁有根有源、透达、位置可达且不存在关键制约,削弱条件：桥梁失令、无根、受克、合绊、改性或同时被多路调用,例外条件：若存在更短、更强或副作用更小的替代路径，应并列比较后再裁定,,,M12_BLOCK_流通判定,流通判断以五行有效力量、生克顺序与十神功能为核心；古典依据可参照《滴天髓》《渊海子平》。 https://zh.wikisource.org/wiki/%E6%BB%B4%E5%A4%A9%E9%AB%93%E9%97%A1%E5%BE%AE https://zh.wikisource.org/zh-hans/%E6%B7%B5%E6%B5%B7%E5%AD%90%E5%B9%B3,桥梁被克形成外部截断：按起点—桥梁—终点检查有效力量、连续性与承载；卡点为“桥梁被克”时，仅生成通关候选，不直接定用神。,,较高,采用,初审,M06/M08/M10/M11,M13/M16/M17,是,保留原ID；标准化映射,12_五行流通卡点!47,正例：当“桥梁有效力量被第三方强克制，无法稳定完成传递”真实成立，且桥梁具备有效力量和连续作用条件时，可按“桥梁被克形成外部截断”记录。；反例：仅见表面缺失或五行相克，但未证明“桥梁有效力量被第三方强克制，无法稳定完成传递”形成实际阻断时，不得套用“桥梁被克形成外部截断”。；流派标签：现代综合；更新日期：46255
M12-BLOCK-0042-V1.0,M0,M0.M12,12_五行流通卡点,executable_rule,M12-BLOCK-0042-V1.0,V1.0,M0_八字结构判定与用神规则库_V1.9_版本与争议治理闭环版.xlsx,12_五行流通卡点,48,结构层,BLOCK,通用,桥梁被合绊形成牵制型阻塞,五行生化路径,桥梁被合绊,前置条件：M06关系效应、M08五行有效旺衰、M10十神功能与M11组合判断已完成；必要条件：起点、桥梁、终点均按有效力量与实际作用路径判断；通关条件：待定,否决条件：不得仅因五行缺失、数量少或关系名称直接认定卡点或通关用神,增强条件：桥梁有根有源、透达、位置可达且不存在关键制约,削弱条件：桥梁失令、无根、受克、合绊、改性或同时被多路调用,例外条件：若存在更短、更强或副作用更小的替代路径，应并列比较后再裁定,,,M12_BLOCK_流通判定,流通判断以五行有效力量、生克顺序与十神功能为核心；古典依据可参照《滴天髓》《渊海子平》。 https://zh.wikisource.org/wiki/%E6%BB%B4%E5%A4%A9%E9%AB%93%E9%97%A1%E5%BE%AE https://zh.wikisource.org/zh-hans/%E6%B7%B5%E6%B5%B7%E5%AD%90%E5%B9%B3,桥梁被合绊形成牵制型阻塞：按起点—桥梁—终点检查有效力量、连续性与承载；卡点为“桥梁被合绊”时，仅生成通关候选，不直接定用神。,,较高,采用,初审,M06/M08/M10/M11,M13/M16/M17,是,保留原ID；标准化映射,12_五行流通卡点!48,正例：当“桥梁仍存在但被其他关系占用或牵制”真实成立，且桥梁具备有效力量和连续作用条件时，可按“桥梁被合绊形成牵制型阻塞”记录。；反例：仅见表面缺失或五行相克，但未证明“桥梁仍存在但被其他关系占用或牵制”形成实际阻断时，不得套用“桥梁被合绊形成牵制型阻塞”。；流派标签：现代综合；更新日期：46255
