rule_id,rule_name,layer,module,applicable_group,rule_type,main_signal,secondary_signal,required_conditions,excluded_conditions,self_strength_status,spouse_star_status,palace_signal,flow_path,signal_position,root_status,strength_level,favorability,transformation_status,distance_level,priority,score_effect,output_slot,internal_logic,user_explanation,forbidden_inference,confidence_base,validation_status,case_refs,notes,version
M3-BOUND-128,BQ10 接受照顾与保留自主｜C02 保留参与权后接收,L2 BOUND过程维度,BOUND-过程维度,通用,维度状态,BQ10,C02,比肩、劫财或双方协作证据明显。,基础信号未定；真合化后原信号已失效；只有单一弱远争议信号；或该结论会越界到M4风险、M5适配。,由共享基础引擎与M3-STATE修正；日主承载、印比支持只修正自主与执行，不直接等于有无边界。,不限定；夫妻星仅在入宫或形成角色、责任边界时参与接口，不作为BOUND唯一主轴。,由M3-BASE、日支主气及宫位动态提供。,无／待BOUND路径规则组合,日柱与日支近位优先；全局有效独立信号可作次通道。,由共享基础引擎判定,由共享基础引擎判定,喜忌不直接等于边界好坏；只修正调用顺畅度、资源压力和状态切换。,原十神性质有效；真合化成立时按化神所属功能系统重建。,由共享基础引擎判定,68,接收 +5,support_acceptance_boundary,用户需要自己仍能参与、决定或执行一部分。,你更容易接受保留参与感和选择权的帮助，而不是被完全替代。,不得由本规则直接推出回避亲密、依赖失控、控制欲、冷漠、自私、关系破裂、分手离婚、人格或依恋类型；不得把某种边界方式等同于爱得更多或更少。,中,待验证,,provisional=true; rule_group=DIM_BQ10_C02,0.5
M3-BOUND-129,BQ10 接受照顾与保留自主｜C03 先验证再接收,L2 BOUND过程维度,BOUND-过程维度,通用,维度状态,BQ10,C03,正官、正财、偏印或持续性门槛明显。,基础信号未定；真合化后原信号已失效；只有单一弱远争议信号；或该结论会越界到M4风险、M5适配。,由共享基础引擎与M3-STATE修正；日主承载、印比支持只修正自主与执行，不直接等于有无边界。,不限定；夫妻星仅在入宫或形成角色、责任边界时参与接口，不作为BOUND唯一主轴。,由M3-BASE、日支主气及宫位动态提供。,无／待BOUND路径规则组合,日柱与日支近位优先；全局有效独立信号可作次通道。,由共享基础引擎判定,由共享基础引擎判定,喜忌不直接等于边界好坏；只修正调用顺畅度、资源压力和状态切换。,原十神性质有效；真合化成立时按化神所属功能系统重建。,由共享基础引擎判定,68,接收 +5,support_acceptance_boundary,用户先看对方是否持续、是否真正理解，再把帮助视为可依赖。,你可能先观察这份帮助能否持续、是否真正适合，再逐步接受。,不得由本规则直接推出回避亲密、依赖失控、控制欲、冷漠、自私、关系破裂、分手离婚、人格或依恋类型；不得把某种边界方式等同于爱得更多或更少。,中,待验证,,provisional=true; rule_group=DIM_BQ10_C03,0.5
M3-BOUND-130,BQ10 接受照顾与保留自主｜C04 选择性接收,L2 BOUND过程维度,BOUND-过程维度,通用,维度状态,BQ10,C04,偏印、伤官或专业匹配信号明显。,基础信号未定；真合化后原信号已失效；只有单一弱远争议信号；或该结论会越界到M4风险、M5适配。,由共享基础引擎与M3-STATE修正；日主承载、印比支持只修正自主与执行，不直接等于有无边界。,不限定；夫妻星仅在入宫或形成角色、责任边界时参与接口，不作为BOUND唯一主轴。,由M3-BASE、日支主气及宫位动态提供。,无／待BOUND路径规则组合,日柱与日支近位优先；全局有效独立信号可作次通道。,由共享基础引擎判定,由共享基础引擎判定,喜忌不直接等于边界好坏；只修正调用顺畅度、资源压力和状态切换。,原十神性质有效；真合化成立时按化神所属功能系统重建。,由共享基础引擎判定,68,接收 +5,support_acceptance_boundary,用户只接收与核心需要匹配、不过度侵入的部分。,你更愿意接收精准、尊重复杂性、不过度干预的帮助。,不得由本规则直接推出回避亲密、依赖失控、控制欲、冷漠、自私、关系破裂、分手离婚、人格或依恋类型；不得把某种边界方式等同于爱得更多或更少。,中,待验证,,provisional=true; rule_group=DIM_BQ10_C04,0.5
M3-BOUND-131,BP01 平等协商型｜模式定义,L3 BOUND模式,BOUND-边界模式,通用,模式定义,BP01,,BD01有效，且自主或协商维度至少一项可靠；不得只有单一弱远比肩。,基础信号未定；真合化后原信号已失效；只有单一弱远争议信号；或该结论会越界到M4风险、M5适配。,由共享基础引擎与M3-STATE修正；日主承载、印比支持只修正自主与执行，不直接等于有无边界。,不限定；夫妻星仅在入宫或形成角色、责任边界时参与接口，不作为BOUND唯一主轴。,由M3-BASE、日支主气及宫位动态提供。,无／待BOUND路径规则组合,日柱与日支近位优先；全局有效独立信号可作次通道。,由共享基础引擎判定,由共享基础引擎判定,喜忌不直接等于边界好坏；只修正调用顺畅度、资源压力和状态切换。,原十神性质有效；真合化成立时按化神所属功能系统重建。,由共享基础引擎判定,70,模式候选 +10,boundary_pattern,以平等、各自负责和共同讨论维持边界。,你的边界模式更接近“平等协商型”：以平等、各自负责和共同讨论维持边界。,不得由本规则直接推出回避亲密、依赖失控、控制欲、冷漠、自私、关系破裂、分手离婚、人格或依恋类型；不得把某种边界方式等同于爱得更多或更少。,中高,待验证,,provisional=true; rule_group=PATTERN_BP01_DEF,0.5
M3-BOUND-132,BP01 平等协商型｜成立与输出门槛,L3 BOUND模式,BOUND-边界模式,通用,模式门槛,BP01,,BD01有效，且自主或协商维度至少一项可靠；不得只有单一弱远比肩。；并至少有两类独立证据相互支持。,基础信号未定；真合化后原信号已失效；只有单一弱远争议信号；或该结论会越界到M4风险、M5适配。,由共享基础引擎与M3-STATE修正；日主承载、印比支持只修正自主与执行，不直接等于有无边界。,不限定；夫妻星仅在入宫或形成角色、责任边界时参与接口，不作为BOUND唯一主轴。,由M3-BASE、日支主气及宫位动态提供。,无／待BOUND路径规则组合,日柱与日支近位优先；全局有效独立信号可作次通道。,由共享基础引擎判定,由共享基础引擎判定,喜忌不直接等于边界好坏；只修正调用顺畅度、资源压力和状态切换。,原十神性质有效；真合化成立时按化神所属功能系统重建。,由共享基础引擎判定,82,达到门槛后写入主模式；否则降为候选,boundary_pattern,模式标签只能在通道、过程维度、日支或现实行为形成独立证据链后输出。,这一判断看的是你怎样安排亲密、空间和决定权，不代表其他方式缺失。,不得由本规则直接推出回避亲密、依赖失控、控制欲、冷漠、自私、关系破裂、分手离婚、人格或依恋类型；不得把某种边界方式等同于爱得更多或更少。,中,待验证,,provisional=true; rule_group=PATTERN_BP01_GATE,0.5
M3-BOUND-133,BP02 共同参与型｜模式定义,L3 BOUND模式,BOUND-边界模式,通用,模式定义,BP02,,BD02有效，且共同活动靠近、共同决定或行动接收至少一项可靠。,基础信号未定；真合化后原信号已失效；只有单一弱远争议信号；或该结论会越界到M4风险、M5适配。,由共享基础引擎与M3-STATE修正；日主承载、印比支持只修正自主与执行，不直接等于有无边界。,不限定；夫妻星仅在入宫或形成角色、责任边界时参与接口，不作为BOUND唯一主轴。,由M3-BASE、日支主气及宫位动态提供。,无／待BOUND路径规则组合,日柱与日支近位优先；全局有效独立信号可作次通道。,由共享基础引擎判定,由共享基础引擎判定,喜忌不直接等于边界好坏；只修正调用顺畅度、资源压力和状态切换。,原十神性质有效；真合化成立时按化神所属功能系统重建。,由共享基础引擎判定,70,模式候选 +10,boundary_pattern,边界在一起做事和即时互动中形成，重视双方都参与。,你的边界模式更接近“共同参与型”：边界在一起做事和即时互动中形成，重视双方都参与。,不得由本规则直接推出回避亲密、依赖失控、控制欲、冷漠、自私、关系破裂、分手离婚、人格或依恋类型；不得把某种边界方式等同于爱得更多或更少。,中高,待验证,,provisional=true; rule_group=PATTERN_BP02_DEF,0.5
M3-BOUND-134,BP02 共同参与型｜成立与输出门槛,L3 BOUND模式,BOUND-边界模式,通用,模式门槛,BP02,,BD02有效，且共同活动靠近、共同决定或行动接收至少一项可靠。；并至少有两类独立证据相互支持。,基础信号未定；真合化后原信号已失效；只有单一弱远争议信号；或该结论会越界到M4风险、M5适配。,由共享基础引擎与M3-STATE修正；日主承载、印比支持只修正自主与执行，不直接等于有无边界。,不限定；夫妻星仅在入宫或形成角色、责任边界时参与接口，不作为BOUND唯一主轴。,由M3-BASE、日支主气及宫位动态提供。,无／待BOUND路径规则组合,日柱与日支近位优先；全局有效独立信号可作次通道。,由共享基础引擎判定,由共享基础引擎判定,喜忌不直接等于边界好坏；只修正调用顺畅度、资源压力和状态切换。,原十神性质有效；真合化成立时按化神所属功能系统重建。,由共享基础引擎判定,82,达到门槛后写入主模式；否则降为候选,boundary_pattern,模式标签只能在通道、过程维度、日支或现实行为形成独立证据链后输出。,这一判断看的是你怎样安排亲密、空间和决定权，不代表其他方式缺失。,不得由本规则直接推出回避亲密、依赖失控、控制欲、冷漠、自私、关系破裂、分手离婚、人格或依恋类型；不得把某种边界方式等同于爱得更多或更少。,中,待验证,,provisional=true; rule_group=PATTERN_BP02_GATE,0.5
M3-BOUND-135,BP03 舒适渐进型｜模式定义,L3 BOUND模式,BOUND-边界模式,通用,模式定义,BP03,,BD03有效，且渐进靠近、温和需求或缓冲暂停至少一项可靠。,基础信号未定；真合化后原信号已失效；只有单一弱远争议信号；或该结论会越界到M4风险、M5适配。,由共享基础引擎与M3-STATE修正；日主承载、印比支持只修正自主与执行，不直接等于有无边界。,不限定；夫妻星仅在入宫或形成角色、责任边界时参与接口，不作为BOUND唯一主轴。,由M3-BASE、日支主气及宫位动态提供。,无／待BOUND路径规则组合,日柱与日支近位优先；全局有效独立信号可作次通道。,由共享基础引擎判定,由共享基础引擎判定,喜忌不直接等于边界好坏；只修正调用顺畅度、资源压力和状态切换。,原十神性质有效；真合化成立时按化神所属功能系统重建。,由共享基础引擎判定,70,模式候选 +10,boundary_pattern,通过低压力、逐步熟悉和照顾节奏建立亲密边界。,你的边界模式更接近“舒适渐进型”：通过低压力、逐步熟悉和照顾节奏建立亲密边界。,不得由本规则直接推出回避亲密、依赖失控、控制欲、冷漠、自私、关系破裂、分手离婚、人格或依恋类型；不得把某种边界方式等同于爱得更多或更少。,中高,待验证,,provisional=true; rule_group=PATTERN_BP03_DEF,0.5
M3-BOUND-136,BP03 舒适渐进型｜成立与输出门槛,L3 BOUND模式,BOUND-边界模式,通用,模式门槛,BP03,,BD03有效，且渐进靠近、温和需求或缓冲暂停至少一项可靠。；并至少有两类独立证据相互支持。,基础信号未定；真合化后原信号已失效；只有单一弱远争议信号；或该结论会越界到M4风险、M5适配。,由共享基础引擎与M3-STATE修正；日主承载、印比支持只修正自主与执行，不直接等于有无边界。,不限定；夫妻星仅在入宫或形成角色、责任边界时参与接口，不作为BOUND唯一主轴。,由M3-BASE、日支主气及宫位动态提供。,无／待BOUND路径规则组合,日柱与日支近位优先；全局有效独立信号可作次通道。,由共享基础引擎判定,由共享基础引擎判定,喜忌不直接等于边界好坏；只修正调用顺畅度、资源压力和状态切换。,原十神性质有效；真合化成立时按化神所属功能系统重建。,由共享基础引擎判定,82,达到门槛后写入主模式；否则降为候选,boundary_pattern,模式标签只能在通道、过程维度、日支或现实行为形成独立证据链后输出。,这一判断看的是你怎样安排亲密、空间和决定权，不代表其他方式缺失。,不得由本规则直接推出回避亲密、依赖失控、控制欲、冷漠、自私、关系破裂、分手离婚、人格或依恋类型；不得把某种边界方式等同于爱得更多或更少。,中,待验证,,provisional=true; rule_group=PATTERN_BP03_GATE,0.5
M3-BOUND-137,BP04 清楚协商型｜模式定义,L3 BOUND模式,BOUND-边界模式,通用,模式定义,BP04,,BD04有效，且直接具体、协商拒绝或重订维度至少一项可靠。,基础信号未定；真合化后原信号已失效；只有单一弱远争议信号；或该结论会越界到M4风险、M5适配。,由共享基础引擎与M3-STATE修正；日主承载、印比支持只修正自主与执行，不直接等于有无边界。,不限定；夫妻星仅在入宫或形成角色、责任边界时参与接口，不作为BOUND唯一主轴。,由M3-BASE、日支主气及宫位动态提供。,无／待BOUND路径规则组合,日柱与日支近位优先；全局有效独立信号可作次通道。,由共享基础引擎判定,由共享基础引擎判定,喜忌不直接等于边界好坏；只修正调用顺畅度、资源压力和状态切换。,原十神性质有效；真合化成立时按化神所属功能系统重建。,由共享基础引擎判定,70,模式候选 +10,boundary_pattern,通过说明需求、解释限制和提出替代方案维护边界。,你的边界模式更接近“清楚协商型”：通过说明需求、解释限制和提出替代方案维护边界。,不得由本规则直接推出回避亲密、依赖失控、控制欲、冷漠、自私、关系破裂、分手离婚、人格或依恋类型；不得把某种边界方式等同于爱得更多或更少。,中高,待验证,,provisional=true; rule_group=PATTERN_BP04_DEF,0.5
M3-BOUND-138,BP04 清楚协商型｜成立与输出门槛,L3 BOUND模式,BOUND-边界模式,通用,模式门槛,BP04,,BD04有效，且直接具体、协商拒绝或重订维度至少一项可靠。；并至少有两类独立证据相互支持。,基础信号未定；真合化后原信号已失效；只有单一弱远争议信号；或该结论会越界到M4风险、M5适配。,由共享基础引擎与M3-STATE修正；日主承载、印比支持只修正自主与执行，不直接等于有无边界。,不限定；夫妻星仅在入宫或形成角色、责任边界时参与接口，不作为BOUND唯一主轴。,由M3-BASE、日支主气及宫位动态提供。,无／待BOUND路径规则组合,日柱与日支近位优先；全局有效独立信号可作次通道。,由共享基础引擎判定,由共享基础引擎判定,喜忌不直接等于边界好坏；只修正调用顺畅度、资源压力和状态切换。,原十神性质有效；真合化成立时按化神所属功能系统重建。,由共享基础引擎判定,82,达到门槛后写入主模式；否则降为候选,boundary_pattern,模式标签只能在通道、过程维度、日支或现实行为形成独立证据链后输出。,这一判断看的是你怎样安排亲密、空间和决定权，不代表其他方式缺失。,不得由本规则直接推出回避亲密、依赖失控、控制欲、冷漠、自私、关系破裂、分手离婚、人格或依恋类型；不得把某种边界方式等同于爱得更多或更少。,中,待验证,,provisional=true; rule_group=PATTERN_BP04_GATE,0.5
M3-BOUND-139,BP05 稳定共享型｜模式定义,L3 BOUND模式,BOUND-边界模式,通用,模式定义,BP05,,BD05有效，且日常开放、角色分工或定期协商至少一项可靠。,基础信号未定；真合化后原信号已失效；只有单一弱远争议信号；或该结论会越界到M4风险、M5适配。,由共享基础引擎与M3-STATE修正；日主承载、印比支持只修正自主与执行，不直接等于有无边界。,不限定；夫妻星仅在入宫或形成角色、责任边界时参与接口，不作为BOUND唯一主轴。,由M3-BASE、日支主气及宫位动态提供。,无／待BOUND路径规则组合,日柱与日支近位优先；全局有效独立信号可作次通道。,由共享基础引擎判定,由共享基础引擎判定,喜忌不直接等于边界好坏；只修正调用顺畅度、资源压力和状态切换。,原十神性质有效；真合化成立时按化神所属功能系统重建。,由共享基础引擎判定,70,模式候选 +10,boundary_pattern,通过固定时间、现实安排和稳定分工维持亲密与自主。,你的边界模式更接近“稳定共享型”：通过固定时间、现实安排和稳定分工维持亲密与自主。,不得由本规则直接推出回避亲密、依赖失控、控制欲、冷漠、自私、关系破裂、分手离婚、人格或依恋类型；不得把某种边界方式等同于爱得更多或更少。,中高,待验证,,provisional=true; rule_group=PATTERN_BP05_DEF,0.5
M3-BOUND-140,BP05 稳定共享型｜成立与输出门槛,L3 BOUND模式,BOUND-边界模式,通用,模式门槛,BP05,,BD05有效，且日常开放、角色分工或定期协商至少一项可靠。；并至少有两类独立证据相互支持。,基础信号未定；真合化后原信号已失效；只有单一弱远争议信号；或该结论会越界到M4风险、M5适配。,由共享基础引擎与M3-STATE修正；日主承载、印比支持只修正自主与执行，不直接等于有无边界。,不限定；夫妻星仅在入宫或形成角色、责任边界时参与接口，不作为BOUND唯一主轴。,由M3-BASE、日支主气及宫位动态提供。,无／待BOUND路径规则组合,日柱与日支近位优先；全局有效独立信号可作次通道。,由共享基础引擎判定,由共享基础引擎判定,喜忌不直接等于边界好坏；只修正调用顺畅度、资源压力和状态切换。,原十神性质有效；真合化成立时按化神所属功能系统重建。,由共享基础引擎判定,82,达到门槛后写入主模式；否则降为候选,boundary_pattern,模式标签只能在通道、过程维度、日支或现实行为形成独立证据链后输出。,这一判断看的是你怎样安排亲密、空间和决定权，不代表其他方式缺失。,不得由本规则直接推出回避亲密、依赖失控、控制欲、冷漠、自私、关系破裂、分手离婚、人格或依恋类型；不得把某种边界方式等同于爱得更多或更少。,中,待验证,,provisional=true; rule_group=PATTERN_BP05_GATE,0.5
M3-BOUND-141,BP06 弹性共享型｜模式定义,L3 BOUND模式,BOUND-边界模式,通用,模式定义,BP06,,BD06有效，且弹性空间、即时调整或体验靠近至少一项可靠。,基础信号未定；真合化后原信号已失效；只有单一弱远争议信号；或该结论会越界到M4风险、M5适配。,由共享基础引擎与M3-STATE修正；日主承载、印比支持只修正自主与执行，不直接等于有无边界。,不限定；夫妻星仅在入宫或形成角色、责任边界时参与接口，不作为BOUND唯一主轴。,由M3-BASE、日支主气及宫位动态提供。,无／待BOUND路径规则组合,日柱与日支近位优先；全局有效独立信号可作次通道。,由共享基础引擎判定,由共享基础引擎判定,喜忌不直接等于边界好坏；只修正调用顺畅度、资源压力和状态切换。,原十神性质有效；真合化成立时按化神所属功能系统重建。,由共享基础引擎判定,70,模式候选 +10,boundary_pattern,根据情境灵活调整共享范围、时间和社交空间。,你的边界模式更接近“弹性共享型”：根据情境灵活调整共享范围、时间和社交空间。,不得由本规则直接推出回避亲密、依赖失控、控制欲、冷漠、自私、关系破裂、分手离婚、人格或依恋类型；不得把某种边界方式等同于爱得更多或更少。,中高,待验证,,provisional=true; rule_group=PATTERN_BP06_DEF,0.5
M3-BOUND-142,BP06 弹性共享型｜成立与输出门槛,L3 BOUND模式,BOUND-边界模式,通用,模式门槛,BP06,,BD06有效，且弹性空间、即时调整或体验靠近至少一项可靠。；并至少有两类独立证据相互支持。,基础信号未定；真合化后原信号已失效；只有单一弱远争议信号；或该结论会越界到M4风险、M5适配。,由共享基础引擎与M3-STATE修正；日主承载、印比支持只修正自主与执行，不直接等于有无边界。,不限定；夫妻星仅在入宫或形成角色、责任边界时参与接口，不作为BOUND唯一主轴。,由M3-BASE、日支主气及宫位动态提供。,无／待BOUND路径规则组合,日柱与日支近位优先；全局有效独立信号可作次通道。,由共享基础引擎判定,由共享基础引擎判定,喜忌不直接等于边界好坏；只修正调用顺畅度、资源压力和状态切换。,原十神性质有效；真合化成立时按化神所属功能系统重建。,由共享基础引擎判定,82,达到门槛后写入主模式；否则降为候选,boundary_pattern,模式标签只能在通道、过程维度、日支或现实行为形成独立证据链后输出。,这一判断看的是你怎样安排亲密、空间和决定权，不代表其他方式缺失。,不得由本规则直接推出回避亲密、依赖失控、控制欲、冷漠、自私、关系破裂、分手离婚、人格或依恋类型；不得把某种边界方式等同于爱得更多或更少。,中,待验证,,provisional=true; rule_group=PATTERN_BP06_GATE,0.5
M3-BOUND-143,BP07 规则角色型｜模式定义,L3 BOUND模式,BOUND-边界模式,通用,模式定义,BP07,,BD07有效，且角色分工、直接限制或定期协商至少一项可靠。,基础信号未定；真合化后原信号已失效；只有单一弱远争议信号；或该结论会越界到M4风险、M5适配。,由共享基础引擎与M3-STATE修正；日主承载、印比支持只修正自主与执行，不直接等于有无边界。,不限定；夫妻星仅在入宫或形成角色、责任边界时参与接口，不作为BOUND唯一主轴。,由M3-BASE、日支主气及宫位动态提供。,无／待BOUND路径规则组合,日柱与日支近位优先；全局有效独立信号可作次通道。,由共享基础引擎判定,由共享基础引擎判定,喜忌不直接等于边界好坏；只修正调用顺畅度、资源压力和状态切换。,原十神性质有效；真合化成立时按化神所属功能系统重建。,由共享基础引擎判定,70,模式候选 +10,boundary_pattern,以承诺、角色和可追踪的共同规则明确权限。,你的边界模式更接近“规则角色型”：以承诺、角色和可追踪的共同规则明确权限。,不得由本规则直接推出回避亲密、依赖失控、控制欲、冷漠、自私、关系破裂、分手离婚、人格或依恋类型；不得把某种边界方式等同于爱得更多或更少。,中高,待验证,,provisional=true; rule_group=PATTERN_BP07_DEF,0.5
M3-BOUND-144,BP07 规则角色型｜成立与输出门槛,L3 BOUND模式,BOUND-边界模式,通用,模式门槛,BP07,,BD07有效，且角色分工、直接限制或定期协商至少一项可靠。；并至少有两类独立证据相互支持。,基础信号未定；真合化后原信号已失效；只有单一弱远争议信号；或该结论会越界到M4风险、M5适配。,由共享基础引擎与M3-STATE修正；日主承载、印比支持只修正自主与执行，不直接等于有无边界。,不限定；夫妻星仅在入宫或形成角色、责任边界时参与接口，不作为BOUND唯一主轴。,由M3-BASE、日支主气及宫位动态提供。,无／待BOUND路径规则组合,日柱与日支近位优先；全局有效独立信号可作次通道。,由共享基础引擎判定,由共享基础引擎判定,喜忌不直接等于边界好坏；只修正调用顺畅度、资源压力和状态切换。,原十神性质有效；真合化成立时按化神所属功能系统重建。,由共享基础引擎判定,82,达到门槛后写入主模式；否则降为候选,boundary_pattern,模式标签只能在通道、过程维度、日支或现实行为形成独立证据链后输出。,这一判断看的是你怎样安排亲密、空间和决定权，不代表其他方式缺失。,不得由本规则直接推出回避亲密、依赖失控、控制欲、冷漠、自私、关系破裂、分手离婚、人格或依恋类型；不得把某种边界方式等同于爱得更多或更少。,中,待验证,,provisional=true; rule_group=PATTERN_BP07_GATE,0.5
M3-BOUND-145,BP08 决断保护型｜模式定义,L3 BOUND模式,BOUND-边界模式,通用,模式定义,BP08,,BD08有效，且直接拒绝、问题处理后回归或压力抢先至少一项可靠。,基础信号未定；真合化后原信号已失效；只有单一弱远争议信号；或该结论会越界到M4风险、M5适配。,由共享基础引擎与M3-STATE修正；日主承载、印比支持只修正自主与执行，不直接等于有无边界。,不限定；夫妻星仅在入宫或形成角色、责任边界时参与接口，不作为BOUND唯一主轴。,由M3-BASE、日支主气及宫位动态提供。,无／待BOUND路径规则组合,日柱与日支近位优先；全局有效独立信号可作次通道。,由共享基础引擎判定,由共享基础引擎判定,喜忌不直接等于边界好坏；只修正调用顺畅度、资源压力和状态切换。,原十神性质有效；真合化成立时按化神所属功能系统重建。,由共享基础引擎判定,70,模式候选 +10,boundary_pattern,在关键情境迅速划定停止线、处理风险并保护关系边界。,你的边界模式更接近“决断保护型”：在关键情境迅速划定停止线、处理风险并保护关系边界。,不得由本规则直接推出回避亲密、依赖失控、控制欲、冷漠、自私、关系破裂、分手离婚、人格或依恋类型；不得把某种边界方式等同于爱得更多或更少。,中高,待验证,,provisional=true; rule_group=PATTERN_BP08_DEF,0.5
M3-BOUND-146,BP08 决断保护型｜成立与输出门槛,L3 BOUND模式,BOUND-边界模式,通用,模式门槛,BP08,,BD08有效，且直接拒绝、问题处理后回归或压力抢先至少一项可靠。；并至少有两类独立证据相互支持。,基础信号未定；真合化后原信号已失效；只有单一弱远争议信号；或该结论会越界到M4风险、M5适配。,由共享基础引擎与M3-STATE修正；日主承载、印比支持只修正自主与执行，不直接等于有无边界。,不限定；夫妻星仅在入宫或形成角色、责任边界时参与接口，不作为BOUND唯一主轴。,由M3-BASE、日支主气及宫位动态提供。,无／待BOUND路径规则组合,日柱与日支近位优先；全局有效独立信号可作次通道。,由共享基础引擎判定,由共享基础引擎判定,喜忌不直接等于边界好坏；只修正调用顺畅度、资源压力和状态切换。,原十神性质有效；真合化成立时按化神所属功能系统重建。,由共享基础引擎判定,82,达到门槛后写入主模式；否则降为候选,boundary_pattern,模式标签只能在通道、过程维度、日支或现实行为形成独立证据链后输出。,这一判断看的是你怎样安排亲密、空间和决定权，不代表其他方式缺失。,不得由本规则直接推出回避亲密、依赖失控、控制欲、冷漠、自私、关系破裂、分手离婚、人格或依恋类型；不得把某种边界方式等同于爱得更多或更少。,中,待验证,,provisional=true; rule_group=PATTERN_BP08_GATE,0.5
M3-BOUND-147,BP09 安全依托型｜模式定义,L3 BOUND模式,BOUND-边界模式,通用,模式定义,BP09,,BD09有效，且回应靠近、安全恢复或直接接收至少一项可靠。,基础信号未定；真合化后原信号已失效；只有单一弱远争议信号；或该结论会越界到M4风险、M5适配。,由共享基础引擎与M3-STATE修正；日主承载、印比支持只修正自主与执行，不直接等于有无边界。,不限定；夫妻星仅在入宫或形成角色、责任边界时参与接口，不作为BOUND唯一主轴。,由M3-BASE、日支主气及宫位动态提供。,无／待BOUND路径规则组合,日柱与日支近位优先；全局有效独立信号可作次通道。,由共享基础引擎判定,由共享基础引擎判定,喜忌不直接等于边界好坏；只修正调用顺畅度、资源压力和状态切换。,原十神性质有效；真合化成立时按化神所属功能系统重建。,由共享基础引擎判定,70,模式候选 +10,boundary_pattern,在理解、稳定回应和可信环境中允许依靠，同时保留内部确认。,你的边界模式更接近“安全依托型”：在理解、稳定回应和可信环境中允许依靠，同时保留内部确认。,不得由本规则直接推出回避亲密、依赖失控、控制欲、冷漠、自私、关系破裂、分手离婚、人格或依恋类型；不得把某种边界方式等同于爱得更多或更少。,中高,待验证,,provisional=true; rule_group=PATTERN_BP09_DEF,0.5
M3-BOUND-148,BP09 安全依托型｜成立与输出门槛,L3 BOUND模式,BOUND-边界模式,通用,模式门槛,BP09,,BD09有效，且回应靠近、安全恢复或直接接收至少一项可靠。；并至少有两类独立证据相互支持。,基础信号未定；真合化后原信号已失效；只有单一弱远争议信号；或该结论会越界到M4风险、M5适配。,由共享基础引擎与M3-STATE修正；日主承载、印比支持只修正自主与执行，不直接等于有无边界。,不限定；夫妻星仅在入宫或形成角色、责任边界时参与接口，不作为BOUND唯一主轴。,由M3-BASE、日支主气及宫位动态提供。,无／待BOUND路径规则组合,日柱与日支近位优先；全局有效独立信号可作次通道。,由共享基础引擎判定,由共享基础引擎判定,喜忌不直接等于边界好坏；只修正调用顺畅度、资源压力和状态切换。,原十神性质有效；真合化成立时按化神所属功能系统重建。,由共享基础引擎判定,82,达到门槛后写入主模式；否则降为候选,boundary_pattern,模式标签只能在通道、过程维度、日支或现实行为形成独立证据链后输出。,这一判断看的是你怎样安排亲密、空间和决定权，不代表其他方式缺失。,不得由本规则直接推出回避亲密、依赖失控、控制欲、冷漠、自私、关系破裂、分手离婚、人格或依恋类型；不得把某种边界方式等同于爱得更多或更少。,中,待验证,,provisional=true; rule_group=PATTERN_BP09_GATE,0.5
M3-BOUND-149,BP10 选择性空间型｜模式定义,L3 BOUND模式,BOUND-边界模式,通用,模式定义,BP10,,BD10有效，且稳定空间、先整理或选择性接收至少一项可靠。,基础信号未定；真合化后原信号已失效；只有单一弱远争议信号；或该结论会越界到M4风险、M5适配。,由共享基础引擎与M3-STATE修正；日主承载、印比支持只修正自主与执行，不直接等于有无边界。,不限定；夫妻星仅在入宫或形成角色、责任边界时参与接口，不作为BOUND唯一主轴。,由M3-BASE、日支主气及宫位动态提供。,无／待BOUND路径规则组合,日柱与日支近位优先；全局有效独立信号可作次通道。,由共享基础引擎判定,由共享基础引擎判定,喜忌不直接等于边界好坏；只修正调用顺畅度、资源压力和状态切换。,原十神性质有效；真合化成立时按化神所属功能系统重建。,由共享基础引擎判定,70,模式候选 +10,boundary_pattern,通过选择性开放、内部整理和尊重私人空间维持亲密。,你的边界模式更接近“选择性空间型”：通过选择性开放、内部整理和尊重私人空间维持亲密。,不得由本规则直接推出回避亲密、依赖失控、控制欲、冷漠、自私、关系破裂、分手离婚、人格或依恋类型；不得把某种边界方式等同于爱得更多或更少。,中高,待验证,,provisional=true; rule_group=PATTERN_BP10_DEF,0.5
