rule_id,rule_name,layer,module,applicable_group,rule_type,main_signal,secondary_signal,required_conditions,excluded_conditions,self_strength_status,spouse_star_status,palace_signal,flow_path,signal_position,root_status,strength_level,favorability,transformation_status,distance_level,priority,score_effect,output_slot,internal_logic,user_explanation,forbidden_inference,confidence_base,validation_status,case_refs,notes,version
M2-SYNTH-126,选择位置发布阈值｜最低60且双证据,L7 总合成与报告引擎,置信计算,通用,门控,agency_pattern score,publish,SELF候选已计算。,,,,,,,,,,,,96,≥60且至少两个独立证据组才发布；否则暂不判断。,publishability,主动筛选、双向确认等选择位置，只有在多类证据相互支持时才会写得明确。,不得由单一身强身弱或单一夫妻星锁定agency。,门控,门控,待验证,,,V0.8
M2-SYNTH-127,确认路径发布阈值｜最低60且结构完整,L7 总合成与报告引擎,置信计算,通用,门控,primary_path score,start-bridge-end,FLOW候选有起点、终点，桥梁可为空但逻辑完整。,,,,,,,,,,,,95,≥60且至少双证据发布；否则只保留路径提示。,publishability,确认路径必须能说明先看什么、怎样验证、最后确认什么，不能只靠一个十神标签。,不得发布结构不完整的路径叙事。,门控,门控,待验证,,,V0.8
M2-SYNTH-128,双层结构发布阈值｜独立性优先,L7 总合成与报告引擎,置信计算,通用,门控,dual_relation score,K01/K02,DUAL候选已计算。,,,,,,,,,,,,97,分值达标且维度/来源独立才能发布；否则U06/U08或单门槛。,publishability,双层结构是否成立，首先看两项是不是独立问题，而不是只看分数高低。,不得用高分跳过独立性检查。,门控,门控,待验证,,,V0.8
M2-SYNTH-129,节奏发布阈值｜最低60且有机制,L7 总合成与报告引擎,置信计算,通用,门控,tempo_class score,tempo_mechanism,TEMPO候选含节奏类型和至少一项形成机制。,,,,,,,,,,,,95,≥60可发布；无机制即使分高也降为候选。,publishability,快慢结论必须能解释为什么需要较少、两阶段或多轮证据，不能只给一个速度标签。,不得由强弱或单门槛数量直接发布节奏。,门控,门控,待验证,,,V0.8
M2-SYNTH-130,总体置信公式｜六字段加权,L7 总合成与报告引擎,置信计算,通用,基础,field_confidences,overall,主要字段分值已计算。,,,,,,,,,,,,94,overall=门槛25%＋证据20%＋选择位置15%＋路径15%＋双层10%＋节奏15%。,overall_score,总体置信会综合核心门槛、资格证据、选择方式、路径、双层结构和节奏，而不是只看某一项。,不得将总体置信解释为现实成功概率。,中高,门控,待验证,,,V0.8
M2-SYNTH-131,DUAL不适用｜权重重新分配,L7 总合成与报告引擎,置信计算,通用,修正,dual not_applicable,overall,DUAL因只有单门槛而not_applicable，而不是证据不足。,,,,,,,,,,,,90,DUAL的10%平均转给primary_gate与proof_needed各5%；不作缺失罚分。,overall_score,只有一项核心门槛并不是信息缺失，因此双层模块不适用时不会无故降低总体置信。,不得把单门槛当作模型不完整。,中高,门控,待验证,,,V0.8
M2-SYNTH-132,高置信区间｜90—100,L7 总合成与报告引擎,置信计算,通用,输出,overall_score,高,overall_score≥90；主门槛和资格证据均≥78；无未解决冲突；至少4模块ready。,,,,,,,,,,,,95,overall_confidence=高。,overall_confidence,多项独立证据相互支持、核心字段清楚且没有关键冲突时，结果可标记为高置信。,不得在provisional版本中宣称统计准确。,高,门控,待验证,,,V0.8
M2-SYNTH-133,中高置信区间｜78—89,L7 总合成与报告引擎,置信计算,通用,输出,overall_score,中高,78≤overall_score<90；核心字段可用；冲突已路由。,,,,,,,,,,,,94,overall_confidence=中高。,overall_confidence,核心结构较清楚，并有一定交叉支持，但仍保留部分需要案例校准的细节。,不得用中高置信写绝对断语。,中高,门控,待验证,,,V0.8
M2-SYNTH-134,中置信区间｜65—77,L7 总合成与报告引擎,置信计算,通用,输出,overall_score,中,65≤overall_score<78；主要字段可发布但支持有限或存在轻微分歧。,,,,,,,,,,,,94,overall_confidence=中。,overall_confidence,当前结果有可用主线，但仍有部分候选、回退或证据覆盖不足，适合用“更接近”表达。,不得省略不确定性说明。,中,门控,待验证,,,V0.8
M2-SYNTH-135,中低置信区间｜50—64,L7 总合成与报告引擎,置信计算,通用,输出,overall_score,中低,50≤overall_score<65。,,,,,,,,,,,,94,overall_confidence=中低；简版只输出最可靠字段；专业版说明缺口。,overall_confidence,目前只能看见部分趋势，系统会减少结论数量，并说明哪些环节仍缺证据。,不得发布完整确定叙事。,中低,门控,待验证,,,V0.8
M2-SYNTH-136,低置信区间｜低于50,L7 总合成与报告引擎,置信计算,通用,输出,overall_score,低,overall_score<50且未触发基础停止。,,,,,,,,,,,,94,overall_confidence=低；report_status=partial或stopped。,overall_confidence,当前证据不足以形成稳定的关系选择画像，系统只保留少量提示或停止输出。,不得把低置信结果写成长篇人格画像。,低,门控,待验证,,,V0.8
M2-SYNTH-137,输入覆盖上限｜少于四个模块可用,L7 总合成与报告引擎,置信计算,通用,降级,module_coverage,overall,六模块中ready/partial可用模块少于4个。,某字段自身仍由权威模块高置信提供。,,,,,,,,,,,93,overall_confidence上限=中低；单字段可按自身置信发布。,confidence_cap,模块覆盖不足时，某一项可以仍然清楚，但整份报告不能表现得过度完整。,不得用一个强字段抬高整份报告。,中低,门控,待验证,,,V0.8
M2-SYNTH-138,冲突上限｜存在未解决高置信冲突,L7 总合成与报告引擎,置信计算,通用,降级,unresolved_conflict,overall,任一核心字段存在未解决高置信冲突。,,,,,,,,,,,,100,overall_confidence上限=中；冲突字段上限=中低。,confidence_cap,关键冲突尚未解释清楚时，整份报告会降低确定度，并保留冲突说明。,不得在冲突未解时输出高或中高总体置信。,低,门控,待验证,,,V0.8
M2-SYNTH-139,发布状态｜complete、partial、stopped,L7 总合成与报告引擎,置信计算,通用,输出,report_status,publishability,各字段发布状态已确定。,,,,,,,,,,,,98,核心门槛＋资格证据可用且至少两项辅助字段可用=complete；核心可用但辅助缺失=partial；核心不可用=stopped。,report_status,系统会区分完整报告、部分报告和停止报告，不会把所有情况都包装成同样完整。,不得在stopped状态生成用户画像正文。,高,门控,待验证,,,V0.8
M2-SYNTH-140,M1—M2比较｜双方达到最低阈值才启动,L7 总合成与报告引擎,M1-M2接口,通用,门控,M1结果,M2结果,M1.primary_attraction与M2.primary_gate均非空，且两模型置信至少为中。,任一模型缺失、低置信或stopped。,,,,,,,,,,,98,满足则进入维度映射；否则relation=暂不比较。,attraction_selection_relation,只有心动偏好和关系选择两边都足够清楚，系统才会比较它们是否一致。,不得拿低置信M1或M2制造心动与理性的冲突叙事。,门控,门控,待验证,,,V0.8
M2-SYNTH-141,M1正官型映射｜责任与秩序,L7 总合成与报告引擎,M1-M2接口,通用,基础,正官型心动,G01/G11,M1主或次吸引标签为可靠、责任、自律、原则、秩序。,,,,,,,,,,,,88,映射候选G01承诺清晰、G11身份与秩序认可。,m1_dimension_map,你对可靠、负责和有原则的心动偏好，会与承诺清晰或关系秩序维度进行比较。,不得直接把人格印象等同于现实守约证据。,中,门控,待验证,,,V0.8
M2-SYNTH-142,M1七杀型映射｜行动与力量,L7 总合成与报告引擎,M1-M2接口,通用,基础,七杀型心动,G02,M1标签为行动力、魄力、决断、推进、力量感。,,,,,,,,,,,,88,映射G02行动兑现。,m1_dimension_map,你对行动力和魄力的吸引，会与“对方是否真正行动并承担”进行比较。,不得把力量感直接等同于关系可靠。,中,门控,待验证,,,V0.8
M2-SYNTH-143,M1正财型映射｜稳定投入与现实生活,L7 总合成与报告引擎,M1-M2接口,通用,基础,正财型心动,G03/G09,M1标签为踏实、稳定、生活能力、持续投入。,,,,,,,,,,,,88,映射G03持续投入、G09现实匹配。,m1_dimension_map,你对踏实、会生活的吸引，会与持续投入和现实兼容性进行比较。,不得把顾家标签直接等于长期适配。,中,门控,待验证,,,V0.8
M2-SYNTH-144,M1偏财型映射｜互动与体验,L7 总合成与报告引擎,M1-M2接口,通用,基础,偏财型心动,G04,M1标签为魅力、社交、互动、新鲜感、生活情趣。,,,,,,,,,,,,88,映射G04感觉与互动。,m1_dimension_map,你对魅力和互动氛围的吸引，会与相处体验是否足以让关系继续进行比较。,不得把互动魅力直接推成花心或关系不稳定。,中,门控,待验证,,,V0.8
M2-SYNTH-145,M1食神型映射｜舒适与生活感,L7 总合成与报告引擎,M1-M2接口,通用,基础,食神型心动,G04/G06/G09,M1标签为舒服、温和、松弛、会生活、幽默。,,,,,,,,,,,,86,主映射G04；按文案功能可辅映射G06或G09。,m1_dimension_map,让你放松、相处舒服的特质，会与互动体验、情绪安全或生活匹配进行比较。,不得一次同时把食神映射为三个独立M2维度加分。,中,门控,待验证,,,V0.8
M2-SYNTH-146,M1伤官型映射｜思想与表达,L7 总合成与报告引擎,M1-M2接口,通用,基础,伤官型心动,G05,M1标签为聪明、观点、表达、才华、思想碰撞。,,,,,,,,,,,,88,映射G05思想共鸣。,m1_dimension_map,你对聪明、能聊、有观点的吸引，会与思想共鸣是否是实际准入条件进行比较。,不得把会聊天直接等于关系适配。,中,门控,待验证,,,V0.8
M2-SYNTH-147,M1正印型映射｜理解与安全,L7 总合成与报告引擎,M1-M2接口,通用,基础,正印型心动,G06,M1标签为成熟、理解、耐心、安心、承接。,,,,,,,,,,,,88,映射G06情绪安全。,m1_dimension_map,你对温和、理解和安心感的吸引，会与情绪安全是否是实际关系门槛进行比较。,不得诊断依恋类型。,中,门控,待验证,,,V0.8
M2-SYNTH-148,M1偏印型映射｜独特与深度,L7 总合成与报告引擎,M1-M2接口,通用,基础,偏印型心动,G12,M1标签为独特、神秘、专业、洞察、精神深度。,,,,,,,,,,,,88,映射G12独特性确认。,m1_dimension_map,你对独特、专业或有精神深度的人产生兴趣时，系统会比较这种特质是否也决定你认真进入关系。,不得把神秘感写成危险或不稳定。,中,门控,待验证,,,V0.8
M2-SYNTH-149,M1比肩型映射｜平等与自主,L7 总合成与报告引擎,M1-M2接口,通用,基础,比肩型心动,G07,M1标签为独立、平等、有边界、并肩。,,,,,,,,,,,,88,映射G07平等尊重。,m1_dimension_map,你对独立、平等和有边界的吸引，会与关系里是否保留自主和协商空间进行比较。,不得把独立直接等于不需要亲密。,中,门控,待验证,,,V0.8
M2-SYNTH-150,M1劫财型映射｜共同经历与行动活力,L7 总合成与报告引擎,M1-M2接口,通用,基础,劫财型心动,G08/G04,M1标签为冲劲、活力、敢尝试、共同体验、带动气氛。,,,,,,,,,,,,86,主映射G08共同成长；互动语义可辅映射G04。,m1_dimension_map,你对活力、冲劲和一起行动的吸引，会与共同经历或互动体验是否参与实际选择进行比较。,不得把冲劲自动写成竞争冲突。,中,门控,待验证,,,V0.8
M2-SYNTH-151,M1桃花信号｜只比较触发不直接映射主门槛,L7 总合成与报告引擎,M1-M2接口,通用,门控,桃花/外形氛围,M2维度,M1主要结论来自外形、气质、声音、谈吐或第一印象触发。,另有明确十神维度支持。,,,,,,,,,,,96,单独桃花不生成G维度；relation最多=部分一致候选或暂不比较。,m1_dimension_map,第一印象可以很快启动好感，但它本身不足以说明你会用什么标准真正进入关系。,不得把桃花信号直接映射为G04并判一致。,门控,门控,待验证,,,V0.8
M2-SYNTH-152,完全一致｜主维度直接相同,L7 总合成与报告引擎,M1-M2接口,通用,组合,M1主维度,M2主门槛,M1主映射维度与M2.primary_gate相同；双方置信至少中；M2证据独立。,,,,,,,,,,,,94,relation=一致；relation_strength=strong。,attraction_selection_relation,让你最容易心动的特质，也正好是你认真进入关系时最需要确认的条件。,不得因此推出对象一定适合或关系一定稳定。,中高,门控,待验证,,,V0.8
M2-SYNTH-153,一致｜人格特质与现实证据语义相连,L7 总合成与报告引擎,M1-M2接口,通用,组合,M1特质,M2 proof,M1主特质与M2.proof_needed属于直接现实化关系，如魄力→行动兑现、可靠→持续守约。,只有表面词相似、功能不同。,,,,,,,,,,,92,relation=一致；说明“心动特质在选择中需要被现实行为证明”。,attraction_selection_relation,你会被某种特质吸引，而真正进入关系时，会要求这种特质落到持续、可观察的行为上。,不得把第一印象自动当成已通过准入。,中高,门控,待验证,,,V0.8
M2-SYNTH-154,部分一致｜M1主维度落在M2次门槛,L7 总合成与报告引擎,M1-M2接口,通用,组合,M1 primary,M2 secondary,M1主映射维度等于M2.secondary_gate，M2.primary_gate不同。,,,,,,,,,,,,92,relation=部分一致；写明心动入口与核心门槛的主次。,attraction_selection_relation,让你心动的特质在实际选择中仍然重要，但它更像加分或第二道检查，真正决定进入的是另一项核心条件。,不得写成心动完全无用。,中高,门控,待验证,,,V0.8
M2-SYNTH-155,部分一致｜心动是入口、现实证据是复核,L7 总合成与报告引擎,M1-M2接口,通用,组合,M1 attraction,M2 proof/gate,M1维度与M2不同，但FLOW显示M1类似体验先启动、M2门槛后复核。,,,,,,,,,,,,90,relation=部分一致；relation_pattern=入口—复核。,attraction_selection_relation,你可能先因为一种特质产生感觉，但真正决定认真进入，还要等另一项现实条件通过验证。,不得把这种差异写成理性压抑感性。,中,门控,待验证,,,V0.8
M2-SYNTH-156,部分一致｜相邻维度但功能不同,L7 总合成与报告引擎,M1-M2接口,通用,组合,相邻维度,不同功能,M1与M2维度语义相近，如G01与G02、G03与G09，但承担不同功能。,,,,,,,,,,,,88,relation=部分一致；说明共同主题和功能差异。,attraction_selection_relation,心动和选择围绕相近主题，但一个更像人格吸引，另一个更强调现实兑现或生活兼容。,不得因为相近就标记完全一致。,中,门控,待验证,,,V0.8
M2-SYNTH-157,明显不同｜主维度无重合且双方高置信,L7 总合成与报告引擎,M1-M2接口,通用,组合,M1主维度,M2主/次/证明,M1主维度与M2主门槛、次门槛和资格证据均无直接或相邻重合；双方置信中高以上。,,,,,,,,,,,,94,relation=明显不同；G14理性情感一致度标记低重合。,attraction_selection_relation,让你产生感觉的特质，和真正让你接受一段关系的条件并不相同：前者负责启动好感，后者负责决定是否认真。,不得写成你总会选错人或心动对象一定不适合。,中高,门控,待验证,,,V0.8
M2-SYNTH-158,证据不足｜暂不比较,L7 总合成与报告引擎,M1-M2接口,通用,降级,M1/M2低置信,relation,任一模型低置信、缺失、停止，或映射只来自桃花等外在触发。,,,,,,,,,,,,98,relation=暂不比较；不生成差异叙事。,attraction_selection_relation,目前不足以可靠比较心动与选择是否一致，系统会先保留两边各自结论。,不得在证据不足时写明显不同。,低,门控,待验证,,,V0.8
M2-SYNTH-159,差异语言｜保持中性、不制造自我冲突,L7 总合成与报告引擎,M1-M2接口,通用,门控,relation=部分一致/明显不同,用户文案,生成心动与选择差异段落。,,,,,,,,,,,,100,使用“启动好感/决定进入”的功能分工；禁用“口是心非、选错、矛盾人格”。,language_guard,心动和选择不同，只说明它们承担不同功能，不代表你矛盾、虚伪或总是做错决定。,不得人格化或道德化这种差异。,门控,门控,待验证,,,V0.8
M2-SYNTH-160,G14输出｜理性情感一致度只做接口,L7 总合成与报告引擎,M1-M2接口,通用,输出,G14,relation enum,M1-M2比较完成。,,,,,,,,,,,,92,G14仅记录一致/部分一致/明显不同/暂不比较；不参与M2核心分。,G14,系统会把心动与选择的一致度作为整合提示单独保存，不改变模型二本身的门槛判断。,不得用G14推断关系风险或长期幸福。,中高,门控,待验证,,,V0.8
M2-SYNTH-161,简版报告｜固定四段主结构,L7 总合成与报告引擎,报告生成,通用,输出,short_report,四段结构,report_status=complete或partial且核心门槛可发布。,,,,,,,,,,,,94,依次生成：核心门槛与证据、选择方式与路径、确认节奏、边界与M1比较（可选）。,short_report,简版报告会先告诉你什么条件真正决定进入关系，再说明你怎样确认、需要怎样积累证据，最后补充心动与选择是否一致。,不得把专业依据放在简版正文开头。,高,门控,待验证,,,V0.8
M2-SYNTH-162,专业版报告｜八段结构,L7 总合成与报告引擎,报告生成,通用,输出,professional_report,结构化解释,report_status非stopped。,,,,,,,,,,,,92,输出摘要、主门槛、资格证据、选择位置、确认路径、双层结构、节奏、依据与边界。,professional_report,专业版会把每一层的职责分开，并保留规则来源和不确定性，方便你学习、审查和后续开发。,不得把专业版写成原子规则流水账。,高,门控,待验证,,,V0.8
M2-SYNTH-163,一句话摘要｜只保留主线,L7 总合成与报告引擎,报告生成,通用,输出,one_line_summary,primary_gate＋proof,primary_gate与proof_needed可用。,,,,,,,,,,,,90,使用“你通常需要先确认X，并看到对方持续Y，才更愿意认真进入关系”。,one_line_summary,一句话会概括你最核心的关系门槛和对方需要拿出的现实证明。,不得在一句话中塞入SELF、FLOW、DUAL、TEMPO全部标签。,中高,门控,待验证,,,V0.8
M2-SYNTH-164,主门槛段｜解释需要确认什么,L7 总合成与报告引擎,报告生成,通用,输出,primary_gate_paragraph,GATE,primary_gate可发布。,,,,,,,,,,,,92,包含维度、现实含义、为什么它会决定准入；低置信时用“更接近”。,primary_gate_text,这一段会说明你真正需要确认的关系条件，例如承诺是否清楚、行动是否兑现、能否平等协商。,不得把门槛写成对对象人格的绝对评价。,高,门控,待验证,,,V0.8
M2-SYNTH-165,资格证据段｜写成可观察行为,L7 总合成与报告引擎,报告生成,通用,输出,proof_paragraph,CORE,proof_needed可发布。,,,,,,,,,,,,94,列2—3项持续、可观察行为；优先动词；避免形容词堆叠。,proof_text,这一段会写清楚什么行为最能让你把一个人放进认真考虑范围，例如持续守约、实际推进或把关系纳入生活安排。,不得用“有魅力、靠谱、成熟”等抽象词代替行为。,高,门控,待验证,,,V0.8
M2-SYNTH-166,选择方式段｜合并SELF与FLOW但不混淆,L7 总合成与报告引擎,报告生成,通用,输出,agency_path_paragraph,SELF＋FLOW,agency_pattern或primary_path至少一项可用。,,,,,,,,,,,,90,先写判断权位置，再写确认顺序；缺一项时不硬补。,agency_path_text,这一段会区分你怎样持有自己的标准，以及你通常按什么顺序确认一个人。,不得把选择位置和确认路径写成同一个人格标签。,中高,门控,待验证,,,V0.8
M2-SYNTH-167,双层段｜仅DUAL有效时出现,L7 总合成与报告引擎,报告生成,通用,输出,dual_paragraph,DUAL,DUAL=U01/U02/U03/U04/U05/U07且secondary_gate可发布。,U06/U08/not_applicable。,,,,,,,,,,,92,按主次、并行、先后、往返或情境切换生成对应句式。,dual_text,只有两项条件确实承担不同功能时，报告才会单独解释它们怎样一起参与选择。,不得在单门槛或未决状态下强行添加双层段。,高,门控,待验证,,,V0.8
M2-SYNTH-168,节奏段｜同时写机制与差速,L7 总合成与报告引擎,报告生成,通用,输出,tempo_paragraph,TEMPO,entry_tempo可发布。,,,,,,,,,,,,94,包含tempo_class、evidence_rounds、形成机制；有Z差速时分开外部、内部和正式进入。,tempo_text,这一段会说明你需要较少验证、观察后确认还是慢热积累，并解释这种节奏由什么证据过程形成。,不得输出具体天数、月份或年龄。,高,门控,待验证,,,V0.8
M2-SYNTH-169,M1比较段｜可选且不抢主线,L7 总合成与报告引擎,报告生成,通用,输出,m1_m2_paragraph,G14,attraction_selection_relation非暂不比较。,,,,,,,,,,,,88,放在核心M2内容之后；最多2—3句。,m1_m2_text,心动与选择的比较会作为补充：说明什么负责启动好感，什么负责决定是否真正进入。,不得让M1比较替代M2主结论。,中,门控,待验证,,,V0.8
M2-SYNTH-170,依据摘要｜最多三项独立事实,L7 总合成与报告引擎,报告生成,通用,输出,basis_summary,provenance,专业版需要显示命理依据。,,,,,,,,,,,,94,优先选择字段主来源和独立支持；最多3项；注明模块与规则ID。,basis_summary,专业依据只保留最关键的几条，并说明它们分别支持哪一项结论。,不得选择三条同源状态修正冒充多重依据。,高,门控,待验证,,,V0.8
M2-SYNTH-171,禁止推断段｜自动附加边界,L7 总合成与报告引擎,报告生成,通用,输出,boundary_note,禁用清单,发布任何完整或部分报告。,,,,,,,,,,,,100,固定包含准入≠适配/结果；按需加入低置信、日历与心理诊断边界。,boundary_note,报告会明确提醒：这些内容解释的是选择机制，不是对未来结果、对象品质或心理问题的判断。,不得省略边界以增强戏剧性。,门控,门控,待验证,,,V0.8
M2-SYNTH-172,低置信语言｜使用趋势与候选表达,L7 总合成与报告引擎,报告生成,通用,门控,overall_confidence=中低/低,文案语气,总体或字段置信低于中。,,,,,,,,,,,,98,使用“当前更接近、可能更重视、暂时只能看到”；减少段落与标签。,language_style,证据较弱时，报告会明确使用趋势性语言，并减少结论数量。,不得用肯定句包装低置信候选。,门控,门控,待验证,,,V0.8
M2-SYNTH-173,停止报告｜只输出原因与可用局部,L7 总合成与报告引擎,报告生成,通用,输出,report_status=stopped,stop_reason,核心门槛与资格证据不可发布。,,,,,,,,,,,,100,不生成画像；仅输出停止原因、可用局部字段和需要补充/复核的信息。,stopped_report,核心证据不足时，系统会直接说明为什么不能判断，而不是生成一份听起来完整但没有依据的报告。,不得在停止状态生成一句话画像。,停止,门控,待验证,,,V0.8
M2-SYNTH-174,正文长度｜控制信息密度,L7 总合成与报告引擎,报告生成,通用,门控,报告长度,用户可读性,生成中文用户报告。,,,,,,,,,,,,84,一句话摘要≤80字；简版约300—600字；专业版约800—1600字；以内容完整为准。,length_guard,报告会保持重点清楚，简版适合快速阅读，专业版适合学习和审查。,不得为了满足字数填充重复内容。,门控,门控,待验证,,,V0.8
M2-SYNTH-175,简版术语｜不直接暴露原始命理标签,L7 总合成与报告引擎,报告生成,通用,门控,简版用户文案,十神/合化/旺弱,生成short_report。,用户明确要求专业命理解释。,,,,,,,,,,,96,用行为和关系语言替代十神；专业依据折叠显示。,terminology_guard,简版会直接说你重视什么和怎样确认，不要求用户先理解正官、七杀、透藏或合化。,不得在简版大量堆砌命理术语。,门控,门控,待验证,,,V0.8
M2-SYNTH-176,专业术语｜出现时必须同时解释,L7 总合成与报告引擎,报告生成,通用,门控,专业版术语,自然语言解释,professional_report引用日支、夫妻星、印比、合化等术语。,,,,,,,,,,,,94,每个关键术语后紧接其在M2中的功能说明；不做术语炫技。,terminology_guard,专业版可以保留命理依据，但会同时解释它为什么支持某项关系选择结论。,不得只列术语不说明功能。,门控,门控,待验证,,,V0.8
M2-SYNTH-177,JSON输出｜必填字段与可空字段,L7 总合成与报告引擎,开发接口,通用,输出,M2Result,JSON contract,生成程序结果。,,,,,,,,,,,,98,必填meta、status、primary_gate、proof_needed、confidence、provenance、boundary；其他字段可null并附reason。,json_contract,程序输出会把结论、置信、来源、去重和停止原因分别保存，方便前端展示和后续模型使用。,不得用空字符串代替结构化null与reason。,高,门控,待验证,,,V0.8
M2-SYNTH-178,M3接口｜只传递选择前置条件,L7 总合成与报告引擎,跨模型接口,通用,输出,M2→M3,稳定字段,M2结果可发布；准备进入M3相处惯性。,,,,,,,,,,,,96,传primary_gate、proof_behaviors、agency_pattern、flow_sequence、tempo_class、confidence、boundary；不传M2推断外内容。,m3_interface,进入模型三时，只会带入你为什么让关系成立、怎样确认和什么节奏，不会提前替模型三判断相处行为。,不得让M2直接生成M3的沟通、依赖、付出或冲突结论。,高,门控,待验证,,,V0.8
M2-SYNTH-179,完整案例测试｜每次版本至少覆盖二十类结构,L7 总合成与报告引擎,验证管理,通用,门控,test_suite,结构覆盖,准备发布M2总规则库新版本。,,,,,,,,,,,,97,至少覆盖同维度去重、互补、双核心、先后、往返、情境化、fallback、停止、M1关系和差速等20类。,test_coverage,每次版本升级都会用一组结构化案例检查主门槛、证据、路径、节奏和边界是否按照预期合成。,不得只测试顺利、高置信的典型案例。,门控,门控,待验证,,,V0.8
M2-SYNTH-180,版本发布｜规则、工作簿、JSON、手册一致,L7 总合成与报告引擎,版本管理,通用,门控,release_checklist,V0.8,准备将V0.8标记为可交付。,任一文件规则数、字段名、版本号或枚举不一致。,,,,,,,,,,,100,校验180条SYNTH规则、929条既有规则、JSON schema、速查手册与测试表；不一致则停止发布。,release_status,发布前会检查总规则数量、字段名称、版本号和报告模板是否一致，避免不同文件互相矛盾。,不得发布版本不一致的多份知识库文件。,门控,门控,待验证,,,V0.8
